label,cell_sentence,anon
1,SCFD1 SELL UBB HINT1 SRGN CD2 RBM3 ID2 ARF6 HOPX IGFBP7 ABT1 SRSF5 PLEKHJ1 LIMD2 IL32 VAMP8 UBE2D3 UBE2D2 SNHG8 RRAGC API5 LTB PPIG PPP2CA RALY ACAP1 PHF3 AATF CLNS1A CD37 SH3BGRL2 RORA TRAF3IP3 RAD23A LAMTOR1 SRP9 TMBIM6 ECSIT LYAR EIF5 MFSD10 SLC50A1 MVB12A UTP6 KIAA0125 MAF1 DEF6 LSM14A TBCB,feat_938 feat_114 feat_1135 feat_414 feat_733 feat_74 feat_596 feat_154 feat_945 feat_359 feat_360 feat_456 feat_963 feat_1280 feat_1187 feat_1050 feat_186 feat_378 feat_421 feat_383 feat_34 feat_771 feat_463 feat_207 feat_418 feat_1244 feat_1128 feat_493 feat_1160 feat_807 feat_1370 feat_494 feat_1015 feat_129 feat_1313 feat_803 feat_136 feat_853 feat_1308 feat_341 feat_980 feat_340 feat_93 feat_1324 feat_1152 feat_986 feat_672 feat_482 feat_1340 feat_1343
1,LTB CYBA LYAR LIMD2 IL32 PSMA7 PTPRCAP C5orf56 ATXN10 PSMC5 LST1 TMEM55A ANAPC13 UBE2D3 LSM14A HLA-DPB1 DMTN SELL NSMAF PCSK7 ETHE1 HSP90AA1 UBB PRUNE TTC14 NOL7 DNAJA1 GSTP1 PPP1R2 TMEM14C CEPT1 SLC25A11 ARRB2 PITPNA-AS1 IFI44 CASC4 IFI35 TRAF3IP3 RNF113A C20orf27 SNRPB N4BP2L1 DNAJC2 NUPL2 VAMP8 MLEC TAOK3 MFF ATP6V0E2 GIMAP2,feat_463 feat_1107 feat_341 feat_1187 feat_1050 feat_1269 feat_799 feat_415 feat_1409 feat_1188 feat_464 feat_654 feat_310 feat_378 feat_1340 feat_479 feat_635 feat_114 feat_646 feat_819 feat_1358 feat_979 feat_1135 feat_80 feat_322 feat_449 feat_676 feat_802 feat_330 feat_447 feat_66 feat_1121 feat_1119 feat_1113 feat_52 feat_1003 feat_1172 feat_129 feat_619 feat_1230 feat_1228 feat_909 feat_559 feat_530 feat_186 feat_896 feat_894 feat_234 feat_573 feat_576
1,DEF6 SELL HOPX ID2 COTL1 CYBA PTPRCAP RGS19 SNX3 LIMD2 NT5C NDUFB10 PTGDR SPTSSB HSP90AA1 ATP5A1 CD2 CASP4 LYPLA1 FNTA NCR3 STOML2 STK38 SRSF3 GOLT1B CDV3 UBE3A SLFN5 FBXO25 IDH3G FHL1 TMEM199 ATP5SL CRTC2 MBNL1-AS1 S100A6 SLC39A1 PSMC4 CSNK2B CAPN12 ACAP1 UBB RBM7 HLA-DRB1 TTC14 HLA-DPA1 TMBIM6 REXO2 PSME1 HLA-DPB1,feat_482 feat_114 feat_359 feat_154 feat_1104 feat_1107 feat_799 feat_1274 feat_502 feat_1187 feat_1197 feat_1048 feat_947 feat_318 feat_979 feat_1220 feat_74 feat_815 feat_645 feat_644 feat_465 feat_679 feat_484 feat_485 feat_844 feat_308 feat_987 feat_1153 feat_632 feat_628 feat_627 feat_1145 feat_1354 feat_89 feat_316 feat_87 feat_90 feat_1352 feat_467 feat_1348 feat_1128 feat_1135 feat_817 feat_472 feat_322 feat_478 feat_853 feat_818 feat_930 feat_479
0,SRSF3 SIVA1 CYBA FCER1G UBB ID2 SRGN LAT2 CD2 TMBIM6 CCL4 ABI3 DNAJC2 LIMD2 FN3KRP HLA-DPA1 RORA UBXN1 ATP5D ARPC5L SMDT1 ARL6IP5 S100A11 CAPZB PTPRCAP CAPN12 FNTA C9orf16 ARL4A STK17A RP11-792A8.4 FXN ARPC1B LRCH4 GALT GIMAP7 MID1IP1 RAB2A LYPLA1 PDZD11 LAMP2 PDZD4 STOML2 MORF4L2 LMAN2 HLA-DPB1 SELL SRP9 FOSL2 EIF5B,feat_485 feat_983 feat_1107 feat_109 feat_1135 feat_154 feat_733 feat_547 feat_74 feat_853 feat_1156 feat_1180 feat_559 feat_1187 feat_1210 feat_478 feat_1015 feat_785 feat_1277 feat_694 feat_1406 feat_288 feat_84 feat_14 feat_799 feat_1348 feat_644 feat_698 feat_529 feat_535 feat_546 feat_683 feat_556 feat_557 feat_678 feat_574 feat_593 feat_647 feat_645 feat_606 feat_621 feat_629 feat_679 feat_615 feat_440 feat_479 feat_114 feat_136 feat_165 feat_191
1,PLEKHA3 COTL1 PTPRCAP TRAF3IP3 HSP90AA1 UBE2D2 IL32 HLA-DPB1 S100A6 C9orf142 S100A11 SF3B1 PSMA7 SNX3 STOML2 RAD23A CD37 NAPRT1 UBE2L6 FAM96B SAMD3 DYNLL1 SELL ZFP69 ACAP1 C9orf16 ARPC1B LIMD2 PSME1 RBM3 CD48 ATP5O HINT1 FLOT1 CD2 ABI3 TBCB CEBPB P2RY10 TTC14 YWHAE EIF5B MPHOSPH10 ATP5D ATP5H CYBA RBM4 WTAP SRP72 PLEKHF1,feat_212 feat_1104 feat_799 feat_129 feat_979 feat_421 feat_1050 feat_479 feat_87 feat_711 feat_84 feat_219 feat_1269 feat_502 feat_679 feat_1313 feat_1370 feat_670 feat_778 feat_1093 feat_508 feat_895 feat_114 feat_38 feat_1128 feat_698 feat_556 feat_1187 feat_930 feat_596 feat_104 feat_1416 feat_414 feat_459 feat_74 feat_1180 feat_1343 feat_1262 feat_608 feat_322 feat_1112 feat_191 feat_178 feat_1277 feat_1195 feat_1107 feat_796 feat_522 feat_358 feat_1338
1,LTB IL32 SIRT6 UBXN1 ARPC1B CYBA S100A6 PSME1 GADD45B CAPZB UBB GABARAPL2 CD2 PTPRCAP CD37 LGALS1 PDIA3 TRAF3IP3 SRGN PSMA7 RTFDC1 C9orf142 PNRC1 ARL4A OTUB1 RP11-727F15.9 EFCAB14 TMEM14C FAM96B POLR2I LYAR CASP4 ATP6V1F PSMB8 HINT1 HOPX HLA-DRB1 TAPBP AQP3 TMEM9B TNFSF10 PMF1 LYPLA1 CKS1B VPS13A GGNBP2 WIBG GRSF1 BLOC1S1 PHF12,feat_463 feat_1050 feat_1285 feat_785 feat_556 feat_1107 feat_87 feat_930 feat_1281 feat_14 feat_1135 feat_1101 feat_74 feat_799 feat_1370 feat_1399 feat_1002 feat_129 feat_733 feat_1269 feat_1265 feat_711 feat_498 feat_529 feat_788 feat_787 feat_45 feat_447 feat_1093 feat_1342 feat_341 feat_815 feat_564 feat_475 feat_414 feat_359 feat_472 feat_481 feat_677 feat_766 feat_319 feat_95 feat_645 feat_92 feat_685 feat_1158 feat_862 feat_363 feat_860 feat_1149
1,CYBA S100A6 LIMD2 UBB CD37 UBE2D2 C16orf80 ACADVL NCR3 PSME1 MFSD10 CCT6A LYAR MVB12A SAMD3 HINT1 FKBP3 EIF1B VAMP5 EIF5B CMTM7 MRP63 ATP6V1D N4BP2L1 PTGDR PPIG OLA1 GPR183 ARPC1B CHMP4A SETD5 GTF3A YWHAB MTIF2 CCT7 S100A12 VPS28 CD48 TMCO1 MPC2 TPM4 AKAP8 TRAF3IP3 PGRMC1 ILF3-AS1 NXT2 MORF4L2 HNRNPM ACP1 RAB11B,feat_1107 feat_87 feat_1187 feat_1135 feat_1370 feat_421 feat_1091 feat_1126 feat_465 feat_930 feat_340 feat_542 feat_341 feat_1324 feat_508 feat_414 feat_942 feat_259 feat_187 feat_191 feat_255 feat_906 feat_957 feat_909 feat_947 feat_207 feat_210 feat_922 feat_556 feat_932 feat_246 feat_907 feat_1256 feat_171 feat_179 feat_85 feat_673 feat_104 feat_111 feat_112 feat_1318 feat_1317 feat_129 feat_618 feat_1302 feat_616 feat_615 feat_1297 feat_151 feat_1295
1,CCL4 PTPRCAP ARPC4 RBM3 SRGN UBE2D3 RP13-270P17.3 SPG7 S100A6 C9orf16 ERI3 CYBA GNPTAB PMF1 TERF2IP PLEKHJ1 CSNK2B MDP1 VPS28 CCL3 TRAPPC3 MCM3 AC010642.1 RBM25 FLOT1 PARP1 FERMT3 LYRM4 GPR171 UBXN1 PSMC5 CD160 LYAR SDCCAG8 ATP6V0E1 MS4A1 EIF1B TMBIM6 LIMD2 HSP90AA1 CCM2 SH3KBP1 PSMA7 TMEM165 ARPC1B PSME1 PIK3R1 PYCARD CAPZB ARL6IP5,feat_1156 feat_799 feat_247 feat_596 feat_733 feat_378 feat_1213 feat_1109 feat_87 feat_698 feat_42 feat_1107 feat_879 feat_95 feat_1103 feat_1280 feat_467 feat_933 feat_673 feat_1155 feat_33 feat_492 feat_1388 feat_965 feat_459 feat_138 feat_789 feat_445 feat_315 feat_785 feat_1188 feat_77 feat_341 feat_150 feat_438 feat_780 feat_259 feat_853 feat_1187 feat_979 feat_541 feat_588 feat_1269 feat_357 feat_556 feat_930 feat_404 feat_1081 feat_14 feat_288
0,C16orf13 CCL4 IL32 UBB TM7SF3 ID2 LAMTOR5 ARPC1B CYBA PSMB8 TMEM9B ARHGDIA YWHAB LGALS1 GOSR2 PTPRCAP HBA1 VAMP8 SELPLG NFU1 RAB7A FERMT3 AKR1C3 HSP90AA1 ACTL6A SDHAF2 HNRNPM PSMA7 CHMP4A GSTP1 CSNK2B CWC15 IGFBP7 PSME1 EAPP ARRB2 ECHS1 ACTN4 LIMD2 FCER1G CD79B CTSS DNAJA1 TMBIM6 PSMC4 COMMD8 SIVA1 BAG5 RNF187 ITGB7,feat_1042 feat_1156 feat_1050 feat_1135 feat_845 feat_154 feat_64 feat_556 feat_1107 feat_475 feat_766 feat_1205 feat_1256 feat_1399 feat_1178 feat_799 feat_1040 feat_186 feat_884 feat_176 feat_303 feat_789 feat_715 feat_979 feat_321 feat_783 feat_1297 feat_1269 feat_932 feat_802 feat_467 feat_814 feat_360 feat_930 feat_939 feat_1119 feat_754 feat_1347 feat_1187 feat_109 feat_1189 feat_79 feat_676 feat_853 feat_1352 feat_354 feat_983 feat_982 feat_142 feat_856
1,PTPRCAP LTB CD2 SRSF5 IL32 TRAF3IP3 CYBA UBB HINT1 ARPC1B PNRC1 PSME1 SRSF3 HLA-DPA1 SF3B5 RGS14 S100A11 GIMAP5 LITAF S100A6 COTL1 MAF1 DYNLL1 HLA-DPB1 IDH3G ARPC4 SAMSN1 EIF3D SNRPB CD48 APOBEC3G ECHDC1 MMADHC RP3-325F22.5 UBXN4 STX11 PCMT1 BRAT1 HERPUD2 STK17A INTS12 CEP85L RBM48 DNAJC2 ATP6V1F SSBP1 ZYX GIMAP7 PARP1 RBM3,feat_799 feat_463 feat_74 feat_963 feat_1050 feat_129 feat_1107 feat_1135 feat_414 feat_556 feat_498 feat_930 feat_485 feat_478 feat_513 feat_441 feat_84 feat_577 feat_1058 feat_87 feat_1104 feat_672 feat_895 feat_479 feat_628 feat_247 feat_1415 feat_1397 feat_1228 feat_104 feat_1402 feat_507 feat_203 feat_510 feat_202 feat_514 feat_518 feat_526 feat_534 feat_535 feat_380 feat_506 feat_553 feat_559 feat_564 feat_570 feat_571 feat_574 feat_138 feat_596
1,VPS25 UBB S100A6 CAPZB IL32 PTPRCAP LIMD2 CD37 STK17A SRP9 HLA-DMA ARL6IP5 HSP90AA1 CCL4 APOBEC3G CCL3 TRAF3IP3 TMBIM6 ID2 LYAR HINT1 C1orf86 PRKCB STX16 TGOLN2 ZBP1 ZAP70 CEBPB SNRNP35 YWHAB CCDC115 GIMAP4 PSMD14 LTB GIMAP7 DNAJC15 TMEM140 ANKAR ARGLU1 DNAJC2 ARPC1B SNRPB PSME1 CCT7 CARHSP1 SAT1 RBM3 RNF139 FCRL6 PEX19,feat_1170 feat_1135 feat_87 feat_14 feat_1050 feat_799 feat_1187 feat_1370 feat_535 feat_136 feat_477 feat_288 feat_979 feat_1156 feat_1402 feat_1155 feat_129 feat_853 feat_154 feat_341 feat_414 feat_3 feat_1066 feat_1267 feat_184 feat_1266 feat_190 feat_1262 feat_902 feat_1256 feat_198 feat_575 feat_204 feat_463 feat_574 feat_914 feat_568 feat_216 feat_923 feat_559 feat_556 feat_1228 feat_930 feat_179 feat_1054 feat_591 feat_596 feat_665 feat_101 feat_103
1,LAMP3 PSME1 KLC4 SMDT1 PSMA7 GIMAP4 ID2 PTPRCAP PSMB8 UBXN1 COTL1 GIMAP5 TMEM55A S100A6 C4orf3 PPP1R2 STUB1 VAMP8 ZAP70 NDUFB10 IL32 CDC37 YWHAB ATP5O ARPC1B HINT1 ZCCHC9 CAPZB TMCO1 FKBP5 SRSF3 TAPBP CCM2 HLA-DMA SELL ATP5A1 DDX56 IFT20 ATP6V1C1 CCL3 KLF13 ATP5SL CLEC2B ELP5 CYTH2 TNFSF12 RNF168 FGL2 PDIA3 SLA,feat_323 feat_930 feat_488 feat_1406 feat_1269 feat_575 feat_154 feat_799 feat_475 feat_785 feat_1104 feat_577 feat_654 feat_87 feat_384 feat_330 feat_1043 feat_186 feat_190 feat_1048 feat_1050 feat_1300 feat_1256 feat_1416 feat_556 feat_414 feat_407 feat_14 feat_111 feat_483 feat_485 feat_481 feat_541 feat_477 feat_114 feat_1220 feat_540 feat_1143 feat_660 feat_1155 feat_989 feat_1354 feat_840 feat_1127 feat_1368 feat_1130 feat_332 feat_550 feat_1002 feat_667
1,PHACTR4 IL32 ARPC1B LYAR SRGN S100A6 PSMB8 SAMD3 UBB PTPRCAP HSP90AA1 RPN2 ATP5D GIMAP4 SRSF5 ATP6V0E1 YWHAE CCT7 RAD23A STK17A CAPZB BTN3A2 FUS NDUFB8-1 HOPX SELL ACP1 TXNDC17 PFDN2 HLA-DMB MED30 CCND2 PCMT1 SAT1 CEBPB ADD1 SAT2 ARRB2 STT3A GYS1 CYTH2 SRP72 CTSS PICALM OCIAD1 COMMD8 UBE2K VTI1B CWC15 PAFAH1B1,feat_24 feat_1050 feat_556 feat_341 feat_733 feat_87 feat_475 feat_508 feat_1135 feat_799 feat_979 feat_1250 feat_1277 feat_575 feat_963 feat_438 feat_1112 feat_179 feat_1313 feat_535 feat_14 feat_454 feat_1080 feat_743 feat_359 feat_114 feat_151 feat_1123 feat_106 feat_476 feat_662 feat_831 feat_518 feat_591 feat_1262 feat_339 feat_1132 feat_1119 feat_822 feat_1369 feat_1368 feat_358 feat_79 feat_808 feat_355 feat_354 feat_353 feat_959 feat_814 feat_1116
1,S100A6 ZNF32 CYBA C1orf162 UQCC1 ARL16 ADSL ACTR6 PI4KB ARGLU1 TIGIT ANKRD54 NFAT5 PDIA3 KLF13 UBB RCN2 GABARAPL2 HINT1 GADD45B RP11-291B21.2 VAPA DDX46 CD2 ID2 ATP6V0E2 GIMAP2 ATP5D CCL4 HOPX API5 RALY BLCAP TMED5 GRB2 TRAF3IP3 NKIRAS2 TAF1D ATP5O FAM96A NCOA4 GPX1 LTB PEX16 IL32 EAPP TASP1 CCDC122 GIMAP4 MPHOSPH10,feat_87 feat_725 feat_1107 feat_69 feat_1246 feat_1204 feat_1403 feat_878 feat_82 feat_923 feat_297 feat_1400 feat_1098 feat_1002 feat_989 feat_1135 feat_1029 feat_1101 feat_414 feat_1281 feat_842 feat_1215 feat_419 feat_74 feat_154 feat_573 feat_576 feat_1277 feat_1156 feat_359 feat_771 feat_1244 feat_1251 feat_59 feat_1199 feat_129 feat_1166 feat_812 feat_1416 feat_1020 feat_726 feat_271 feat_463 feat_773 feat_1050 feat_939 feat_1235 feat_915 feat_575 feat_178
1,LTB CIDEB UBB IL32 ID2 CYBA SAT1 LIMD2 LYAR GABARAPL2 RAB7A PSME1 YWHAB ARID4A BLOC1S1 MYADM CD9 CNPY3 C9orf16 MS4A1 SRP9 PSMA1 SMIM7 COTL1 NIT2 PSMC5 MINA THOC7 SNHG8 SIAH2 CD47 AATF GYG1 KLHL24 PPP1R2 MAEA PSMB6 YTHDC1 TIMM22 BBX ABHD5 VAPA CSRNP1 TMCO1 TRAF3IP3 RNF187 ILF3-AS1 HNRNPM ITSN2 PELI1,feat_463 feat_936 feat_1135 feat_1050 feat_154 feat_1107 feat_591 feat_1187 feat_341 feat_1101 feat_303 feat_930 feat_1256 feat_953 feat_860 feat_1376 feat_832 feat_487 feat_698 feat_780 feat_136 feat_767 feat_1321 feat_1104 feat_293 feat_1188 feat_291 feat_285 feat_383 feat_314 feat_295 feat_1160 feat_313 feat_324 feat_330 feat_336 feat_1120 feat_361 feat_1111 feat_294 feat_263 feat_1215 feat_258 feat_111 feat_129 feat_142 feat_1302 feat_1297 feat_160 feat_173
0,PSME1 SRGN UBB AKR1C3 ARPC1B IL32 DENND2D DDT ID2 HOPX NCR3 PSMC4 HSP90AA1 IGFBP7 SSBP1 TFAM RBM3 PQBP1 NDUFA12 PTPRCAP S1PR5 CTSS TMBIM6 PYCARD MED30 RAB2A CYBA HAVCR2 EFHD2 CCL4 CYB5B UBE2D3 GTPBP6 CCT7 SH3KBP1 N4BP2L1 GIMAP7 TGOLN2 VAMP8 GTF3A GIMAP5 RBM39 COQ7 ZAP70 SAT1 OLA1 YWHAB SNX17 ATP5D FCER1G,feat_930 feat_733 feat_1135 feat_715 feat_556 feat_1050 feat_67 feat_1392 feat_154 feat_359 feat_465 feat_1352 feat_979 feat_360 feat_570 feat_730 feat_596 feat_597 feat_876 feat_799 feat_1301 feat_79 feat_853 feat_1081 feat_662 feat_647 feat_1107 feat_432 feat_12 feat_1156 feat_1097 feat_378 feat_582 feat_179 feat_588 feat_909 feat_574 feat_184 feat_186 feat_907 feat_577 feat_1247 feat_1061 feat_190 feat_591 feat_210 feat_1256 feat_164 feat_1277 feat_109
1,HNRNPM HENMT1 LTB LGALS1 IL32 CYBA REEP3 PTPRCAP RBM3 GADD45B S100A6 HINT1 UBB ATP5D LYAR ARPC1B DDX17 CD37 ATP5C1 ANAPC13 GSTP1 ARPC5L SRSF5 YWHAB ARF6 GIMAP7 GID8 PRMT2 ATP5A1 COTL1 GABARAPL2 FUS ECHS1 FAM173A RNF187 CCP110 PPIG BABAM1 OLA1 N4BP2L1 EXOSC8 RNASEH2B GIMAP4 PTPN7 IFI30 CSRP1 ATP6V0E2 NAA20 PRNP LSM14A,feat_1297 feat_61 feat_463 feat_1399 feat_1050 feat_1107 feat_731 feat_799 feat_596 feat_1281 feat_87 feat_414 feat_1135 feat_1277 feat_341 feat_556 feat_1401 feat_1370 feat_716 feat_310 feat_802 feat_694 feat_963 feat_1256 feat_945 feat_574 feat_1271 feat_1421 feat_1220 feat_1104 feat_1101 feat_1080 feat_754 feat_1044 feat_142 feat_1062 feat_207 feat_1323 feat_210 feat_909 feat_912 feat_917 feat_575 feat_124 feat_1329 feat_123 feat_573 feat_1238 feat_1231 feat_1340
1,PSME1 IL32 CYBA HLA-DRB1 TMBIM6 RFC1 DNAJC7 DNAJB14 CD320 CD48 ARPC1B UBB PSMA7 SIVA1 SH3KBP1 VAMP8 PPP1R2 CD37 ARPC4 AIF1 ARPC5L AQP3 FLOT1 VDAC3 LYPLA1 YIPF3 WARS2 LINC00662 XXbac-BPG299F13.17 TMCO1 RGL2 HLA-DPB1 AC074138.3 MED30 C17orf59 HLA-DPA1 PCSK7 JAKMIP1 RNF139 FCER1A TOP1MT DENND2D SMIM14 S100A6 VPS13C LYAR ADD1 SNAPIN NDUFS1 S100A11,feat_930 feat_1050 feat_1107 feat_472 feat_853 feat_351 feat_1165 feat_376 feat_1294 feat_104 feat_556 feat_1135 feat_1269 feat_983 feat_588 feat_186 feat_330 feat_1370 feat_247 feat_466 feat_694 feat_677 feat_459 feat_642 feat_645 feat_489 feat_75 feat_1337 feat_461 feat_111 feat_480 feat_479 feat_1344 feat_662 feat_1133 feat_478 feat_819 feat_343 feat_665 feat_100 feat_669 feat_67 feat_352 feat_87 feat_1016 feat_341 feat_339 feat_88 feat_225 feat_84
0,CYBA UBB PSME1 LGALS1 YWHAB PNRC1 CD48 FCER1G KLRG1 CD79B PTPRCAP GTF3A SRGN CLEC2B TMCO1 STK17A PDIA3 RBM39 PTGDS PSMA7 SERPINB1 DRAM2 ARL6IP5 ATP5C1 CAPZB SNX17 IGFBP7 DDT EFHD2 SNRPB RAMP1 HOPX CCL4 ELOF1 C17orf59 AC093323.3 ORMDL2 EIF2AK4 YIPF3 SNX14 EIF5 C1orf35 LYRM2 CCL4L1 CCDC91 MRP63 DNAJC2 FAM120A SRP72 ISG20L2,feat_1107 feat_1135 feat_930 feat_1399 feat_1256 feat_498 feat_104 feat_109 feat_839 feat_1189 feat_799 feat_907 feat_733 feat_840 feat_111 feat_535 feat_1002 feat_1247 feat_710 feat_1269 feat_444 feat_65 feat_288 feat_716 feat_14 feat_164 feat_360 feat_1392 feat_12 feat_1228 feat_237 feat_359 feat_1156 feat_1309 feat_1133 feat_344 feat_861 feat_993 feat_489 feat_496 feat_980 feat_140 feat_499 feat_1157 feat_846 feat_906 feat_559 feat_688 feat_358 feat_97
0,UBB PRMT2 CLIC3 IL32 UBE2D2 SRSF3 CYBA C1orf162 PSME1 S100A6 ARPC1B GBP1 PPP1R2 UBE2L6 SUCLG2 SF3B5 IRF7 CCL3 GTF2B IFITM3 UBE2D3 FAM96B LGALS1 SELL PTPRCAP ID2 SERPINB1 TMEM219 POLDIP2 TRPV2 PTPN7 ZFYVE28 LYAR ASGR1 RFC1 ZNF276 CCDC124 PSMD7 PPP2CA AP3S1 DCP2 RWDD4 SDCCAG8 U2SURP TMEM205 TSSC1 ZNF559 RAB11B ATP5D GNPAT,feat_1135 feat_1421 feat_712 feat_1050 feat_421 feat_485 feat_1107 feat_69 feat_930 feat_87 feat_556 feat_57 feat_330 feat_778 feat_286 feat_513 feat_756 feat_1155 feat_56 feat_755 feat_378 feat_1093 feat_1399 feat_114 feat_799 feat_154 feat_444 feat_1072 feat_1144 feat_1136 feat_124 feat_338 feat_341 feat_1125 feat_351 feat_1110 feat_1328 feat_1100 feat_418 feat_410 feat_409 feat_394 feat_150 feat_312 feat_1306 feat_153 feat_1298 feat_1295 feat_1277 feat_145
0,YIPF3 CCL4 SRGN LITAF ID2 CCL3 HNRNPM HINT1 IL32 UBB CAPZA2 SERPINB1 C1orf162 ARPC5L RBM3 PNRC1 FCRL6 PITPNA-AS1 PTPRCAP ATP6V1F SRSF5 KIR2DL3 LIMD2 PSME1 CHMP4A AKR1C3 FBXO7 MAP3K8 TAF12 SLC50A1 EFHD2 IRF8 NDUFB8-1 CASP4 RAD23A S100A6 C4orf3 SRP9 C20orf27 MTERFD1 CDC16 RBCK1 TMBIM4-1 MED30 LSM14A SELL POLR2I ARPC1B TMCO1 VAPA,feat_489 feat_1156 feat_733 feat_1058 feat_154 feat_1155 feat_1297 feat_414 feat_1050 feat_1135 feat_562 feat_444 feat_69 feat_694 feat_596 feat_498 feat_101 feat_1113 feat_799 feat_564 feat_963 feat_1380 feat_1187 feat_930 feat_932 feat_715 feat_1395 feat_723 feat_26 feat_93 feat_12 feat_1105 feat_743 feat_815 feat_1313 feat_87 feat_384 feat_136 feat_1230 feat_657 feat_926 feat_1226 feat_870 feat_662 feat_1340 feat_114 feat_1342 feat_556 feat_111 feat_1215
1,ATP6V0E1 LTB ERH SRSF3 RBM3 STRA13 GABARAPL2 UBB POLR2E NFIC SMDT1 SMIM14 SLBP STX18 ZNF688 CYBA UBE2D3 HOPX PRMT2 C3orf38 INTS12 ARL6IP5 LIMD2 ATP5H USP36 SMCHD1 RBCK1 CCT7 ZBP1 DIDO1 S1PR5 TMCO1 S100A6 SREBF1 IL32 HINT1 STUB1 BUB3 C9orf142 NAP1L4 CELF1 SDHAF2 PACS1 POLR2K THYN1 WNK1 HPRT1 TMBIM6 GIMAP7 NDUFB10,feat_438 feat_463 feat_962 feat_485 feat_596 feat_1206 feat_1101 feat_1135 feat_1276 feat_1283 feat_1406 feat_352 feat_337 feat_342 feat_1077 feat_1107 feat_378 feat_359 feat_1421 feat_290 feat_380 feat_288 feat_1187 feat_1195 feat_1201 feat_1212 feat_1226 feat_179 feat_1266 feat_1270 feat_1301 feat_111 feat_87 feat_1140 feat_1050 feat_414 feat_1043 feat_749 feat_711 feat_761 feat_776 feat_783 feat_794 feat_659 feat_827 feat_828 feat_625 feat_853 feat_574 feat_1048
0,CCL4 UBB SNX17 IGFBP7 S100A11 RALY ID2 CD48 THYN1 CCL3 PRMT2 RFXANK GGNBP2 HSP90AA1 CD47 COLGALT1 SRSF3 AHSA1 PDCD2L PSMB8 KLF13 MORF4L2 PRPF8 PRKACB ABHD17B MFSD10 SMYD4 STOML2 TMEM167B DNAJA1 GSTP1 CASC4 MED30 KIAA1429 SNAPIN PSMC4 CASP4 RAB7A SRSF5 ERH SDHAF2 PSMA7 SSBP1 GMPR2 ATP6V1F CHMP4A C17orf62 SMCHD1 RBM39 METTL21A,feat_1156 feat_1135 feat_164 feat_360 feat_84 feat_1244 feat_154 feat_104 feat_827 feat_1155 feat_1421 feat_1333 feat_1158 feat_979 feat_295 feat_1326 feat_485 feat_971 feat_1341 feat_475 feat_989 feat_615 feat_1114 feat_53 feat_684 feat_340 feat_1115 feat_679 feat_62 feat_676 feat_802 feat_1003 feat_662 feat_655 feat_88 feat_1352 feat_815 feat_303 feat_963 feat_962 feat_783 feat_1269 feat_570 feat_934 feat_564 feat_932 feat_1209 feat_1212 feat_1247 feat_226
0,ELOF1 UBB SRGN LIMD2 S100B PTPRCAP PSME1 NDUFB8-1 S1PR5 C9orf16 RNF213 CCL4 LTB SH3GLB1 RBM3 MAT2A RBCK1 APOBEC3G CYBA ARPC4 S100A6 BTN3A2 CAPZB FCER1G FCRL6 IFIT1 GLRX3 UBE2D3 SELL ALDH2 CEBPB LINC00494 PRSS23 DNTTIP1 AAR2 ATP6V0E2 MID1IP1 PRKD2 MYCBP2 SNAPIN ARPC1B PSMG2 DTYMK RBM39 TAF1D MUM1 CASP4 POLR2K CPQ TNFRSF1A,feat_1309 feat_1135 feat_733 feat_1187 feat_1420 feat_799 feat_930 feat_743 feat_1301 feat_698 feat_1202 feat_1156 feat_463 feat_54 feat_596 feat_185 feat_1226 feat_1402 feat_1107 feat_247 feat_87 feat_454 feat_14 feat_109 feat_101 feat_738 feat_752 feat_378 feat_114 feat_889 feat_1262 feat_1260 feat_809 feat_1257 feat_1248 feat_573 feat_593 feat_1363 feat_920 feat_88 feat_556 feat_1216 feat_242 feat_1247 feat_812 feat_1279 feat_815 feat_659 feat_658 feat_833
1,LTB RNF113A NSA2 SRGN AP3S1 IL32 GTF3A AQP3 S100A6 CD2 HINT1 ATP5A1 PSME1 SCP2 ADSL CD37 TRAF3IP3 GIMAP7 CYBA KLRG1 IDH2 UBB SRSF3 PPA2 SRSF5 HOPX CD48 UBXN1 ID2 NDUFB8-1 TTC14 HSP90AA1 SMIM7 CD82 PSMB8 TNFRSF25 SDHAF2 IL16 ARPC1B SERPINB1 C9orf142 SNRNP35 HNRNPH3 MMADHC ORAI1 RNF139 MAL CEBPB RPN2 PNRC1,feat_463 feat_619 feat_406 feat_733 feat_410 feat_1050 feat_907 feat_677 feat_87 feat_74 feat_414 feat_1220 feat_930 feat_46 feat_1403 feat_1370 feat_129 feat_574 feat_1107 feat_839 feat_1034 feat_1135 feat_485 feat_379 feat_963 feat_359 feat_104 feat_785 feat_154 feat_743 feat_322 feat_979 feat_1321 feat_772 feat_475 feat_5 feat_783 feat_1032 feat_556 feat_444 feat_711 feat_902 feat_732 feat_203 feat_898 feat_665 feat_189 feat_1262 feat_1250 feat_498
