label,cell_sentence,anon
0,CD74 LYZ HLA-DRA HLA-DRB1 HLA-DPA1 S100A9 CST3 FTL FCER1A S100A4 HLA-DPB1 GSTP1 HLA-DRB5 S100A6 CFP S100A10 HNRNPA1 RPS24 JUNB HLA-DQA1 HLA-DQB1 SRP14 NKG7 CAPG GNLY AIF1 ERP29 ZNHIT1 HLA-DMA CTSH VIM EIF4A1 TBC1D10C ID2 MNDA AP2S1 CD63 HSP90AB1 MZT2B CD53 LST1 PSAP CCL5 LDHB EIF3I HIGD2A PKM NDUFAB1 CD52 GABARAPL2,feat_3520 feat_4627 feat_9426 feat_3453 feat_6812 feat_4129 feat_2965 feat_2874 feat_4168 feat_7123 feat_1083 feat_2788 feat_4259 feat_5447 feat_3066 feat_3051 feat_7136 feat_1291 feat_7375 feat_9741 feat_8479 feat_8635 feat_4913 feat_2200 feat_2666 feat_4184 feat_1728 feat_6205 feat_2955 feat_7980 feat_8753 feat_9708 feat_7566 feat_7420 feat_7599 feat_2736 feat_6912 feat_8569 feat_7631 feat_3836 feat_7917 feat_3675 feat_4902 feat_4687 feat_8045 feat_6886 feat_2649 feat_4313 feat_8942 feat_1468
0,CD74 LYZ HLA-DRA CST3 HLA-DRB1 HLA-DPB1 FTL HLA-DRB5 HLA-DPA1 FCER1A S100A4 RPS24 HLA-DQB1 AIF1 FCN1 FCER1G S100A6 TYROBP HLA-DQA1 FOS HLA-DMA NDUFB2 TRAPPC1 VIM S100A10 S100A9 TIMP1 ERP29 GSTP1 NDUFB7 HNRNPA1 EIF4A1 NAP1L1 ATP6V0E1 TMEM176B SRGN AP2S1 ITGB2 CLIC1 CD63 TRAF3IP3 CUTA RNASET2 LAMTOR4 PPDPF CSTB LST1 EIF3G HSP90AB1 H2AFJ,feat_3520 feat_4627 feat_9426 feat_2965 feat_3453 feat_1083 feat_2874 feat_4259 feat_6812 feat_4168 feat_7123 feat_1291 feat_8479 feat_4184 feat_3548 feat_2165 feat_5447 feat_8829 feat_9741 feat_2520 feat_2955 feat_7038 feat_3385 feat_8753 feat_3051 feat_4129 feat_8779 feat_1728 feat_2788 feat_1644 feat_7136 feat_9708 feat_7194 feat_6898 feat_8756 feat_6817 feat_2736 feat_3838 feat_3591 feat_6912 feat_1371 feat_1009 feat_3975 feat_8978 feat_2299 feat_8576 feat_7917 feat_5126 feat_8569 feat_2998
0,CD74 HLA-DRA LYZ HLA-DPB1 FTL HLA-DRB1 HLA-DPA1 CST3 FCER1A S100A4 HLA-DRB5 S100A9 JUNB S100A10 RPS24 HLA-DQA1 S100A6 VIM TYROBP HLA-DMA GPX1 HLA-DQB1 ERP29 FCN1 EIF4A1 AP2S1 SPI1 DDX5 C1orf162 CTSS TKT AIF1 ATP5B NDUFS8 FOS U2AF1 PKM SRGN H2AFY HNRNPA1 HLA-DQA2 HLA-DMB CLIC1 ANXA1 GSTP1 WBP4 CPVL RABAC1 COX6A1 PPIB,feat_3520 feat_9426 feat_4627 feat_1083 feat_2874 feat_3453 feat_6812 feat_2965 feat_4168 feat_7123 feat_4259 feat_4129 feat_7375 feat_3051 feat_1291 feat_9741 feat_5447 feat_8753 feat_8829 feat_2955 feat_4053 feat_8479 feat_1728 feat_3548 feat_9708 feat_2736 feat_2241 feat_7448 feat_8840 feat_6923 feat_8938 feat_4184 feat_8924 feat_9875 feat_2520 feat_6711 feat_2649 feat_6817 feat_8635 feat_7136 feat_1067 feat_9893 feat_3591 feat_3753 feat_2788 feat_3356 feat_7452 feat_6217 feat_7923 feat_1140
0,NPM1 TAGLN2 EIF4A1 RPS24 HNRNPA1 LDHB HSP90AB1 SERPINB1 FTL CD74 SNHG7 FOS C6orf48 H2AFY GSTP1 HLA-DRA ANXA1 PSMB2 NBEAL1 C19orf77 ATP5B NUCB2 TALDO1 GPX1 CCT8 EIF3L CAT SRP14 MARCKSL1 HHEX NFKBIA SDHC IMPDH2 C1orf228 TKT MZT2B PPIA IGFBP7 PTPRCAP PRDX6 CD27 NME4 TXN SUMO2 HIGD2A AIF1 NHP2 COPE HLA-DPA1 H1FX,feat_8954 feat_3327 feat_9708 feat_1291 feat_7136 feat_4687 feat_8569 feat_6809 feat_2874 feat_3520 feat_1206 feat_2520 feat_7369 feat_8635 feat_2788 feat_9426 feat_3753 feat_8067 feat_1349 feat_7100 feat_8924 feat_7092 feat_1944 feat_4053 feat_3329 feat_8036 feat_5298 feat_8635 feat_9766 feat_7058 feat_4361 feat_6450 feat_5027 feat_3575 feat_8938 feat_7631 feat_9151 feat_6786 feat_4624 feat_1603 feat_2815 feat_1804 feat_3182 feat_9415 feat_6886 feat_4184 feat_5759 feat_1014 feat_6812 feat_8284
0,CD74 FTL LYZ HLA-DRB1 HLA-DRA HLA-DPB1 CST3 S100A6 S100A9 S100A4 HLA-DRB5 TYROBP GPX1 RPS24 VIM HLA-DPA1 PPIA AIF1 FCER1G LST1 HLA-DMA CLEC10A TAGLN2 CPVL GSTP1 EIF4A1 ANXA1 FCN1 HLA-DQA1 NEDD8 CFP GNAI2 SPI1 S100A10 RNH1 LAMTOR4 CLIC1 AP2S1 TMBIM6 HNRNPA1 SRP14 C19orf43 CRIP1 TYMP PKM ID2 TKT LGALS2 PSAP NDUFB10,feat_3520 feat_2874 feat_4627 feat_3453 feat_9426 feat_1083 feat_2965 feat_5447 feat_4129 feat_7123 feat_4259 feat_8829 feat_4053 feat_1291 feat_8753 feat_6812 feat_9151 feat_4184 feat_2165 feat_7917 feat_2955 feat_3036 feat_3327 feat_7452 feat_2788 feat_9708 feat_3753 feat_3548 feat_9741 feat_7189 feat_3066 feat_3259 feat_2241 feat_3051 feat_3093 feat_8978 feat_3591 feat_2736 feat_7290 feat_7136 feat_8635 feat_7376 feat_1562 feat_7484 feat_2649 feat_7420 feat_8938 feat_3515 feat_3675 feat_5895
1,HNRNPA1 S100A4 FTL CD52 PSME2 LDHA S100A6 LDHB C19orf53 PSMA7 STMN1 NOSIP COX6A1 CD3D H1FX GSTK1 COPE SRSF7 TAGLN2 RPL36AL CALM3 NPM1 MZT2B PPIB TCEB2 PTPRCAP PPIA PSMB6 EID1 EIF4A1 SRP14 PPDPF CAP1 SUB1 HMGB2 PRDX1 FYB RPS24 ATP6V0E1 COX7C PRDX2 CLIC1 H2AFJ NDUFB11 PARK7 NDUFA1 EIF2S2 VIM HNRNPK ERH,feat_7136 feat_7123 feat_2874 feat_8942 feat_1548 feat_2276 feat_5447 feat_4687 feat_2101 feat_8264 feat_9375 feat_7360 feat_7923 feat_3742 feat_8284 feat_7035 feat_1014 feat_2267 feat_3327 feat_5534 feat_5718 feat_8954 feat_7631 feat_1140 feat_2897 feat_4624 feat_9151 feat_7437 feat_1820 feat_9708 feat_8635 feat_2299 feat_5732 feat_1363 feat_1235 feat_1632 feat_9708 feat_1291 feat_6898 feat_1693 feat_4659 feat_3591 feat_2998 feat_1743 feat_9306 feat_4758 feat_7403 feat_8753 feat_4782 feat_8423
1,LDHB VIM S100A10 CALM3 PTPRCAP S100A4 NPM1 CD52 ISG20 CLIC1 S100A6 CORO1B CD47 PSMA7 CALM1 PPIA S1PR4 RPS24 EIF4A1 GIMAP7 HNRNPA1 CCT8 RPL36AL NAP1L1 CD37 SRGN SOD1 FYB PARK7 GSTK1 NEDD8 PLP2 PDAP1 CD74 CD2 IL32 UQCRFS1 CD53 TMBIM4-1 PSMB6 TPM4 SMARCB1 COX7C WIPF1 SAP18 LIMS1 TXNIP PSMC5 PPIB CD27,feat_4687 feat_8753 feat_3051 feat_5718 feat_4624 feat_7123 feat_8954 feat_8942 feat_9813 feat_3591 feat_5447 feat_5375 feat_4916 feat_8264 feat_8923 feat_9151 feat_8647 feat_1291 feat_9708 feat_4533 feat_7136 feat_3329 feat_5534 feat_7194 feat_4027 feat_6817 feat_3658 feat_9708 feat_9306 feat_7035 feat_7189 feat_6889 feat_7764 feat_3520 feat_6023 feat_3650 feat_6942 feat_3836 feat_1752 feat_7437 feat_2847 feat_1491 feat_1693 feat_2391 feat_2452 feat_6522 feat_6476 feat_5321 feat_1140 feat_2815
0,FTL S100A4 AIF1 JUNB CTSS LTB S100A6 LST1 TYROBP FCER1G HNRNPA1 CD52 RPL36AL MLF2 CD3D CST3 PSAP IFITM2 RPS24 HLA-DRA IFI30 EIF4A1 TIMP1 LY6E GIMAP7 RNASET2 CD37 S100A10 C19orf43 TXNIP HCST FOS PSME2 HMGB2 BTG1 PPIA CD74 SPI1 HLA-DRB1 CLIC1 COPE SRP14 PRDX2 HLA-DPA1 HLA-DRB5 PLP2 SRSF2 HLA-DPB1 S100A9 TALDO1,feat_2874 feat_7123 feat_4184 feat_7375 feat_6923 feat_4328 feat_5447 feat_7917 feat_8829 feat_2165 feat_7136 feat_8942 feat_5534 feat_8787 feat_3742 feat_2965 feat_3675 feat_7112 feat_1291 feat_9426 feat_7466 feat_9708 feat_8779 feat_7493 feat_4533 feat_3975 feat_4027 feat_3051 feat_7376 feat_6476 feat_5106 feat_2520 feat_1548 feat_1235 feat_4733 feat_9151 feat_3520 feat_2241 feat_3453 feat_3591 feat_1014 feat_8635 feat_4659 feat_6812 feat_4259 feat_6889 feat_3773 feat_1083 feat_4129 feat_1944
1,IL32 STMN1 HMGB2 VIM CD74 HLA-DRB1 S100A4 HNRNPA1 CD52 S100A6 CALM3 MZT2B HNRNPK SRSF2 HLA-DRB5 CD3D BTG1 PLP2 C19orf43 TALDO1 CLIC1 FTL NDUFA4 COX6A1 HLA-DRA PSME2 GSTK1 PKM PPIA CALM1 ITGB2 AES LDHB ZNF706 PSMC3 NUCKS1 PRDX2 ATP5B S1PR4 SUMO2 S100A10 CAPG HLA-DPB1 SRP14 PSMA7 ISG20 NDUFB10 LTB BST2 NDUFB7,feat_3650 feat_9375 feat_1235 feat_8753 feat_3520 feat_3453 feat_7123 feat_7136 feat_8942 feat_5447 feat_5718 feat_7631 feat_4782 feat_3773 feat_4259 feat_3742 feat_4733 feat_6889 feat_7376 feat_1944 feat_3591 feat_2874 feat_6255 feat_7923 feat_9426 feat_1548 feat_7035 feat_2649 feat_9151 feat_8923 feat_3838 feat_4255 feat_4687 feat_8782 feat_2235 feat_3253 feat_4659 feat_8924 feat_8647 feat_9415 feat_3051 feat_2200 feat_1083 feat_8635 feat_8264 feat_9813 feat_5895 feat_4328 feat_5605 feat_1644
0,CD74 HLA-DRA LYZ HLA-DRB1 CST3 HLA-DPB1 HLA-DRB5 FTL HLA-DPA1 HLA-DQA1 HLA-DQA2 S100A6 LGALS2 GSTP1 EIF4A1 LST1 S100A10 S100A4 FCN1 ANXA1 GPX1 PKM VIM HIGD2A RPS24 AIF1 JUNB ATP5J2 HSP90AB1 AP2S1 NFKBIA CALM1 FCER1A PSAP CLIC1 HNRNPA1 ARF6 C1orf162 S100A9 YWHAB CSTB BST2 LDHB NEDD8 CTSS PARK7 HLA-DQB1 TYROBP H1FX CTSD,feat_3520 feat_9426 feat_4627 feat_3453 feat_2965 feat_1083 feat_4259 feat_2874 feat_6812 feat_9741 feat_1067 feat_5447 feat_3515 feat_2788 feat_9708 feat_7917 feat_3051 feat_7123 feat_3548 feat_3753 feat_4053 feat_2649 feat_8753 feat_6886 feat_1291 feat_4184 feat_7375 feat_4288 feat_8569 feat_2736 feat_4361 feat_8923 feat_4168 feat_3675 feat_3591 feat_7136 feat_5539 feat_8840 feat_4129 feat_4979 feat_8576 feat_5605 feat_4687 feat_7189 feat_6923 feat_9306 feat_8479 feat_8829 feat_8284 feat_9852
1,GNLY FTL CCL5 LTB JUNB RPS24 S100A4 FOS CD52 IL32 GZMA HNRNPA1 S100A6 CALM1 VIM CD2 SRGN NKG7 ICAM3 GZMH CD3D GZMB C19orf43 PTPRC C9orf142 NPM1 NOSIP MZT2B CUTA AES SOD2 CTSW TPM3 ID2 LCK DNAJB1 CST7 IFITM2 IL2RG HCST HNRNPK PTPRCAP RBX1 PDAP1 NDUFS8 ILF3-AS1 DDX5 LAMTOR1 GSTP1 CD3E,feat_2666 feat_2874 feat_4902 feat_4328 feat_7375 feat_1291 feat_7123 feat_2520 feat_8942 feat_3650 feat_1423 feat_7136 feat_5447 feat_8923 feat_8753 feat_6023 feat_6817 feat_4913 feat_8617 feat_3501 feat_3742 feat_3876 feat_7376 feat_6244 feat_8078 feat_8954 feat_7360 feat_7631 feat_1009 feat_4255 feat_3870 feat_4725 feat_2747 feat_7420 feat_8700 feat_2125 feat_3516 feat_7112 feat_9476 feat_5106 feat_4782 feat_4624 feat_1469 feat_7764 feat_9875 feat_8333 feat_7448 feat_9521 feat_2788 feat_6127
0,CD74 AL928768.3 IGJ CD79A VIM CLIC1 PPIB PTPRCAP CD52 TNFRSF17 ISCU TMBIM6 HLA-DRB1 CD27 SSR4 MZB1 EMC7 HLA-DPB1 ITGA4 S1PR4 NDUFA11 S100A10 AES HLA-DRA CD53 DYNLRB1 RPL36AL RABAC1 GSTP1 NPM1 COX7C HLA-DQA1 BTG1 FTL CD37 SRGN LMAN2 RPS24 CTSH REEP5 HLA-DRB5 GSTK1 TRAM1 CUTA ISG20 TNFRSF13B COX6A1 PPA1 EIF3I ERP29,feat_3520 feat_7884 feat_3612 feat_2649 feat_8753 feat_3591 feat_1140 feat_4624 feat_8942 feat_2569 feat_4014 feat_7290 feat_3453 feat_2815 feat_3236 feat_9221 feat_4673 feat_1083 feat_4125 feat_8647 feat_7876 feat_3051 feat_4255 feat_9426 feat_3836 feat_9805 feat_5534 feat_6217 feat_2788 feat_8954 feat_1693 feat_9741 feat_4733 feat_2874 feat_4027 feat_6817 feat_7334 feat_1291 feat_7980 feat_9254 feat_4259 feat_7035 feat_7662 feat_1009 feat_9813 feat_4677 feat_7923 feat_9152 feat_8045 feat_1728
1,GNLY CCL5 NKG7 FTL IL32 GZMA CD52 RPS24 GZMH STMN1 PPDPF HNRNPA1 S100A4 CST7 PCNA GZMB S100A6 FGFBP2 SUMO2 EVL CRIP1 AP2S1 DEK EID1 CLIC1 NUCB2 VIM ITGB2 CALM1 LY6E CD3D CTSW S100A10 KLRG1 PTPRCAP ANXA1 SRP14 BLOC1S4 CD2 CD247 HLA-DRB1 C19orf43 LDHA HMGB2 COX16 HLA-DPB1 CD63 NPM1 BTG1 DDX5,feat_2666 feat_4902 feat_4913 feat_2874 feat_3650 feat_1423 feat_8942 feat_1291 feat_3501 feat_9375 feat_2299 feat_7136 feat_7123 feat_3516 feat_4371 feat_3876 feat_5447 feat_2168 feat_9415 feat_2740 feat_1562 feat_2736 feat_7016 feat_1820 feat_3591 feat_7092 feat_8753 feat_3838 feat_8923 feat_7493 feat_3742 feat_4725 feat_3051 feat_4045 feat_4624 feat_3753 feat_8635 feat_2907 feat_6023 feat_1589 feat_3453 feat_7376 feat_2276 feat_1235 feat_2963 feat_1083 feat_6912 feat_8954 feat_4733 feat_7448
1,IL32 S100A4 HMGB2 CD52 VIM HNRNPA1 PPIA RPL36AL LDHB FTL CARS RPS24 CALM1 BTG1 PSMA7 S100A6 LDHA STMN1 DDX5 PMVK CD3D CD27 SUB1 SRP14 PRDX2 LSMD1 CCDC167 TRAF3IP3 U2AF1 LAMTOR4 ANP32B CLIC1 PSMD7 NDUFA1 NPM1 CD3E NDFIP1 NDUFB11 NDUFA4 C19orf53 HNRNPK LMAN2 YWHAB EID1 TALDO1 SAP18 JUNB COX6A1 ERP29 LAT,feat_3650 feat_7123 feat_1235 feat_8942 feat_8753 feat_7136 feat_9151 feat_5534 feat_4687 feat_2874 feat_8353 feat_1291 feat_8923 feat_4733 feat_8264 feat_5447 feat_2276 feat_9375 feat_7448 feat_6450 feat_3742 feat_2815 feat_1363 feat_8635 feat_4659 feat_4247 feat_2264 feat_1371 feat_6711 feat_8978 feat_9629 feat_3591 feat_3283 feat_4758 feat_8954 feat_6127 feat_7447 feat_1743 feat_6255 feat_2101 feat_4782 feat_7334 feat_4979 feat_1820 feat_1944 feat_2452 feat_7375 feat_7923 feat_1728 feat_4377
1,S100A4 IL32 CCL5 CALM1 FTL BTG1 GNLY VIM PPDPF NKG7 ANXA1 SRP14 PTPRCAP HNRNPA1 CD74 FGFBP2 CD3D PPIA HIGD2A HCST GZMH RPS24 S100A6 RPL36AL LDHB PRDX2 PPP2R5C CD7 CTSW IFITM2 ARF6 LTB C19orf43 GIMAP7 ILF3-AS1 TOMM7 IGBP1 LY6E CD52 GZMA IMP3 COX14 ATXN7L3B PSMA7 COPE HNRNPDL GZMM POLR2G JUNB PSME2,feat_7123 feat_3650 feat_4902 feat_8923 feat_2874 feat_4733 feat_2666 feat_8753 feat_2299 feat_4913 feat_3753 feat_8635 feat_4624 feat_7136 feat_3520 feat_2168 feat_3742 feat_9151 feat_6886 feat_5106 feat_3501 feat_1291 feat_5447 feat_5534 feat_4687 feat_4659 feat_4933 feat_6001 feat_4725 feat_7112 feat_5539 feat_4328 feat_7376 feat_4533 feat_8333 feat_4296 feat_6069 feat_7493 feat_8942 feat_1423 feat_8616 feat_5302 feat_5705 feat_8264 feat_1014 feat_4827 feat_2445 feat_6828 feat_7375 feat_1548
0,FTL FCER1G S100A4 CD74 AIF1 TYROBP S100A6 LST1 JUNB HLA-DRB1 PPDPF CST3 HLA-DRA RHOC FCGR3A CTSS IFITM2 LYPD2 CSTB SPI1 S100A10 EIF4A1 LYZ LAMTOR4 ID2 PSAP RPS24 BID IFI30 STXBP2 CLIC1 NDUFB10 HLA-DPB1 HLA-DPA1 CFD SAP18 NAP1L1 NDUFB2 COX7C TMEM176B BTG1 FCN1 IFITM3 CALM1 HIGD2A TMBIM4-1 TIMP1 GPX4 LTB PPIA,feat_2874 feat_2165 feat_7123 feat_3520 feat_4184 feat_8829 feat_5447 feat_7917 feat_7375 feat_3453 feat_2299 feat_2965 feat_9426 feat_4375 feat_6375 feat_6923 feat_7112 feat_4900 feat_8576 feat_2241 feat_3051 feat_9708 feat_4627 feat_8978 feat_7420 feat_3675 feat_1291 feat_3638 feat_7466 feat_8040 feat_3591 feat_5895 feat_1083 feat_6812 feat_6736 feat_2452 feat_7194 feat_7038 feat_1693 feat_8756 feat_4733 feat_3548 feat_7086 feat_8923 feat_6886 feat_1752 feat_8779 feat_9860 feat_4328 feat_9151
0,FTL S100A4 HLA-DRA HLA-DRB1 CTSS HLA-DPA1 JUNB PSAP CD74 LST1 FCER1G LYZ CST3 FCGR3A FOS CFD AIF1 HLA-DPB1 TYROBP DDX5 IFITM3 STXBP2 KLF6 CD53 S100A6 IFI30 VIM RGS19 CALM1 TKT TYMP C1QB PILRA PSMA7 EIF3L LRRC25 GSTP1 CFP S100A10 PSMD7 PSMC5 CTSC SOD2 ID2 NDUFAF3 CD40 PTPRC PPDPF MIEN1 LGALS3,feat_2874 feat_7123 feat_9426 feat_3453 feat_6923 feat_6812 feat_7375 feat_3675 feat_3520 feat_7917 feat_2165 feat_4627 feat_2965 feat_6375 feat_2520 feat_6736 feat_4184 feat_1083 feat_8829 feat_7448 feat_7086 feat_8040 feat_2709 feat_3836 feat_5447 feat_7466 feat_8753 feat_5867 feat_8923 feat_8938 feat_7484 feat_9745 feat_7776 feat_8264 feat_8036 feat_2587 feat_2788 feat_3066 feat_3051 feat_3283 feat_5321 feat_4773 feat_3870 feat_7420 feat_2586 feat_4442 feat_6244 feat_2299 feat_7647 feat_4377
1,LTB FTL S100A4 CD52 FOS LDHB LAT IL32 SKP1 VIM BTG1 RPS24 HNRNPA1 EIF4A2 S100A6 NPM1 ARL6IP5 TXNIP S100A10 NOSIP JUNB CLIC1 AES CD3D MZT2B CALM1 C10orf118 DDX5 CWC25 H1FX CD37 EIF3L CD3E CD53 RNASET2 ZFP36L2 NBEAL1 TRAPPC1 VMP1 EIF4A1 NDUFA1 LY6E CD7 RAB10 TOP1 PPDPF RCSD1 TAGLN2 NDUFA11 TCEAL8,feat_4328 feat_2874 feat_7123 feat_8942 feat_2520 feat_4687 feat_4377 feat_3650 feat_1078 feat_8753 feat_4733 feat_1291 feat_7136 feat_9597 feat_5447 feat_8954 feat_8244 feat_6476 feat_3051 feat_7360 feat_7375 feat_3591 feat_4255 feat_3742 feat_7631 feat_8923 feat_5356 feat_7448 feat_4310 feat_8284 feat_4027 feat_8036 feat_6127 feat_3836 feat_3975 feat_9854 feat_1349 feat_3385 feat_1357 feat_9708 feat_4758 feat_7493 feat_6001 feat_8878 feat_6529 feat_2299 feat_4515 feat_3327 feat_7876 feat_2152
0,FTL LST1 TYROBP JUNB CD74 S100A4 CST3 AIF1 S100A6 CTSS SPI1 FOS FCER1G RPS24 C1QA FCGR3A SRGN S100A10 TIMP1 IFITM2 CFD HLA-DPA1 DDX5 HES4 HLA-DPB1 POLD4 CD37 STXBP2 OAS1 CLIC1 C1orf162 RGS19 COX6A1 LYL1 CD53 SOD1 PSMA7 HLA-DRB1 TXNIP ABI3 RHOC NAP1L1 LY6E H2AFY PPDPF CNPY3 PSAP NEAT1 CSTB COPE,feat_2874 feat_7917 feat_8829 feat_7375 feat_3520 feat_7123 feat_2965 feat_4184 feat_5447 feat_6923 feat_2241 feat_2520 feat_2165 feat_1291 feat_7819 feat_6375 feat_6817 feat_3051 feat_8779 feat_7112 feat_6736 feat_6812 feat_7448 feat_9310 feat_1083 feat_8803 feat_4027 feat_8040 feat_6943 feat_3591 feat_8840 feat_5867 feat_7923 feat_8480 feat_3836 feat_3658 feat_8264 feat_3453 feat_6476 feat_1074 feat_4375 feat_7194 feat_7493 feat_8635 feat_2299 feat_6393 feat_3675 feat_4396 feat_8576 feat_1014
1,FTL JUNB S100A4 BTG1 NKG7 DDX5 GZMK RPS24 VIM IL32 HNRNPA1 LTB CALM1 FOS GIMAP7 MTDH GNLY LDHB GZMM PSMA7 CXCR4 CD52 RPL36AL LY6E ICAM3 EIF4A2 PSME2 PTPRCAP HSP90AB1 NOSIP EVL EBP NPM1 NDNL2 RNASET2 PAFAH1B3 CD27 CLIC1 TEX264 TCEB2 CTSW COMMD5 PRDX6 BST2 NFKBIA YWHAB GNAI2 CD3E TXNIP GZMA,feat_2874 feat_7375 feat_7123 feat_4733 feat_4913 feat_7448 feat_5577 feat_1291 feat_8753 feat_3650 feat_7136 feat_4328 feat_8923 feat_2520 feat_4533 feat_6632 feat_2666 feat_4687 feat_2445 feat_8264 feat_3293 feat_8942 feat_5534 feat_7493 feat_8617 feat_9597 feat_1548 feat_4624 feat_8569 feat_7360 feat_2740 feat_6275 feat_8954 feat_6132 feat_3975 feat_3038 feat_2815 feat_3591 feat_8103 feat_2897 feat_4725 feat_3875 feat_1603 feat_5605 feat_4361 feat_4979 feat_3259 feat_6127 feat_6476 feat_1423
0,RPS24 FTL HNRNPA1 NPM1 CD74 GPX1 ANXA1 CLIC1 CCNI SOX4 EIF4A1 ATP5B HLA-DRA IMPDH2 EIF3L SPINT2 LDHB DDX5 PTPRCAP HIGD2A PNISR SRP14 DDAH2 LAMTOR1 SERPINB1 CD164 EIF3I GSTP1 HNRNPDL C19orf43 TXNIP HSP90AB1 NFKBIA FOS CREG1 ERP29 TKT TALDO1 VIM OST4 SUMO2 ZFP36L2 SRGN TOMM7 MRFAP1 ATP5O RBX1 PARK7 STMN1 SYPL1,feat_1291 feat_2874 feat_7136 feat_8954 feat_3520 feat_4053 feat_3753 feat_3591 feat_2826 feat_5617 feat_9708 feat_8924 feat_9426 feat_5027 feat_8036 feat_8607 feat_4687 feat_7448 feat_4624 feat_6886 feat_5473 feat_8635 feat_5573 feat_9521 feat_6809 feat_9079 feat_8045 feat_2788 feat_4827 feat_7376 feat_6476 feat_8569 feat_4361 feat_2520 feat_8388 feat_1728 feat_8938 feat_1944 feat_8753 feat_7669 feat_9415 feat_9854 feat_6817 feat_4296 feat_8164 feat_4802 feat_1469 feat_9306 feat_9375 feat_5890
1,LTB RPS24 LDHB NOSIP PPIA CD37 CD52 HMGA1 GIMAP7 GPX4 EIF3L PTPRCAP GYPC PTPRC EIF4A1 KLF6 IL32 PSME2 EIF3D TBC1D10C TRAF3IP3 CLIC1 FTL NPM1 SERPINB1 HVCN1 PPP1CC RNF167 CD27 PKM SELT EID1 CALM1 DENND2D LAT ARF6 HNRNPA1 EIF3G RPL36AL POLD4 VIM CTSC PSMA7 PARK7 CSTB STK17A S1PR4 ANP32B HSP90AB1 NOP10,feat_4328 feat_1291 feat_4687 feat_7360 feat_9151 feat_4027 feat_8942 feat_8918 feat_4533 feat_9860 feat_8036 feat_4624 feat_5784 feat_6244 feat_9708 feat_2709 feat_3650 feat_1548 feat_8661 feat_7566 feat_1371 feat_3591 feat_2874 feat_8954 feat_6809 feat_6215 feat_1720 feat_1985 feat_2815 feat_2649 feat_8618 feat_1820 feat_8923 feat_3208 feat_4377 feat_5539 feat_7136 feat_5126 feat_5534 feat_8803 feat_8753 feat_4773 feat_8264 feat_9306 feat_8576 feat_9069 feat_8647 feat_9629 feat_8569 feat_9719
0,FTL CD74 LST1 AIF1 HLA-DRA FCER1G TYROBP JUNB S100A4 HLA-DPA1 CTSS CST3 GSTP1 PSAP CCL5 HLA-DRB1 RPS24 SRGN SPI1 FCN1 RHOC S100A6 TMEM176B HLA-DPB1 IL32 C1orf162 S100A10 AMICA1 GIMAP7 HIGD2A FCGR3A HNRNPA1 SNHG7 HLA-DRB5 ANP32B TYMP CST7 NPM1 TIMP1 CTSH C1QA LYZ NAP1L1 SSR4 RNASET2 TAGLN2 HLA-DMA CD63 MIEN1 PSMA7,feat_2874 feat_3520 feat_7917 feat_4184 feat_9426 feat_2165 feat_8829 feat_7375 feat_7123 feat_6812 feat_6923 feat_2965 feat_2788 feat_3675 feat_4902 feat_3453 feat_1291 feat_6817 feat_2241 feat_3548 feat_4375 feat_5447 feat_8756 feat_1083 feat_3650 feat_8840 feat_3051 feat_7453 feat_4533 feat_6886 feat_6375 feat_7136 feat_1206 feat_4259 feat_9629 feat_7484 feat_3516 feat_8954 feat_8779 feat_7980 feat_7819 feat_4627 feat_7194 feat_3236 feat_3975 feat_3327 feat_2955 feat_6912 feat_7647 feat_8264
1,CD52 HNRNPA1 NOSIP LCK UQCRFS1 YWHAB CD3D RPS24 LDHB VIM ISG20 GBP2 MZT2B PPIA AES CD247 PSMA7 LY6E NDUFA2 PTPRCAP S100A6 LAMTOR4 SOD1 GYPC RPL36AL EVL TRAF3IP3 CLIC1 CNN2 COX7C HIGD2A PPIB CD37 TEX264 SP100 LEPROTL1 TPM4 ABI1 EIF4A1 DNAJC1 RGS10 CD2 MIEN1 SRP14 NEDD8 CCDC109B MIF PLAC8 POP5 CCNI,feat_8942 feat_7136 feat_7360 feat_8700 feat_6942 feat_4979 feat_3742 feat_1291 feat_4687 feat_8753 feat_9813 feat_8775 feat_7631 feat_9151 feat_4255 feat_1589 feat_8264 feat_7493 feat_2182 feat_4624 feat_5447 feat_8978 feat_3658 feat_5784 feat_5534 feat_2740 feat_1371 feat_3591 feat_3291 feat_1693 feat_6886 feat_1140 feat_4027 feat_8103 feat_8354 feat_8170 feat_2847 feat_7366 feat_9708 feat_7637 feat_9828 feat_6023 feat_7647 feat_8635 feat_7189 feat_8580 feat_8944 feat_3212 feat_4845 feat_2826
