label,cell_sentence,anon
0,RABL6 GNLY ING5 STMN1 NKG7 CCL5 UBB GZMB PTPRCAP GZMA PCNA PRF1 GSTP1 HLA-DPA1 CST7 CYBA SRSF3 TALDO1 SRGN CKS1B SAT1 CHMP4A IDH2 ATP5A1 HPRT1 TYROBP HOPX KIAA0101 RPN2 ZWINT HSP90AA1 ID2 BLOC1S1 ATP6V1F GIMAP4 GPKOW S1PR5 MIS18BP1 UBE2D3 PSMB8 HNRNPM SELL LIMD2 PSMC5 SNRPB ACAP1 HLA-DPB1 SLBP ARPC1B TBCB,feat_674 feat_186 feat_239 feat_21 feat_1321 feat_1116 feat_1097 feat_909 feat_766 feat_383 feat_1187 feat_701 feat_769 feat_460 feat_1195 feat_1071 feat_467 feat_725 feat_699 feat_90 feat_571 feat_903 feat_1003 feat_1176 feat_599 feat_1293 feat_345 feat_991 feat_1206 feat_693 feat_951 feat_152 feat_827 feat_544 feat_556 feat_581 feat_1255 feat_914 feat_361 feat_457 feat_1251 feat_115 feat_1143 feat_1144 feat_1183 feat_1090 feat_461 feat_323 feat_536 feat_1295
0,NKG7 GNLY FGFBP2 CCL5 GZMB CTSW CLIC3 TYROBP SRGN ID2 FCER1G PRF1 CYBA GZMA SH3GLB1 PSMA7 UBB LGALS1 RBM39 NDUFA2 EFHD2 RER1 GZMH HINT1 IL32 HOPX RNF213 ATP5H MYADM SRSF3 UBE2L6 GIMAP7 LYAR RMDN3 GTF3A SRSF5 DENND2D AKR1C3 TMEM165 ATP6V0E1 KARS GPR56 BAZ2A ALKBH7 HMGCL LITAF SNRPB PSME1 GIMAP4 CHMP4A,feat_1321 feat_186 feat_332 feat_1116 feat_909 feat_761 feat_678 feat_1293 feat_699 feat_152 feat_106 feat_701 feat_1071 feat_383 feat_52 feat_1223 feat_1097 feat_1351 feat_1203 feat_407 feat_12 feat_4 feat_908 feat_397 feat_1019 feat_345 feat_1158 feat_1151 feat_1328 feat_467 feat_744 feat_555 feat_327 feat_967 feat_875 feat_934 feat_66 feat_681 feat_343 feat_423 feat_1066 feat_1054 feat_832 feat_1244 feat_17 feat_1027 feat_1183 feat_900 feat_556 feat_903
1,CCL5 NKG7 GZMH CYBA CTSW PRDX1 IL32 ITGB7 GTF3A SRSF3 CD37 HLA-DPB1 SPON2 LINC00936 CCDC69 RDH14 MAEA ITM2A GIMAP7 SF3B5 ISOC2 NKTR RGS19 REXO2 MED28 PSMC5 MIS18BP1 ID2 UBE2D2 MED7 RBM3 SLA ICAM2 PTPRCAP LIMD2 ATP6V1D OTUD5 CDKN2A TMBIM6 BAZ2A S1PR5 ELP5 OTUB1 THAP2 DTYMK SSBP1 ECHDC1 SRSF5 SERPINB1 VPS13C,feat_1116 feat_1321 feat_908 feat_1071 feat_761 feat_41 feat_1019 feat_823 feat_875 feat_467 feat_1319 feat_461 feat_321 feat_842 feat_415 feat_157 feat_322 feat_588 feat_555 feat_496 feat_1335 feat_256 feat_1228 feat_784 feat_333 feat_1144 feat_914 feat_152 feat_404 feat_418 feat_576 feat_639 feat_1146 feat_766 feat_1143 feat_928 feat_578 feat_647 feat_820 feat_832 feat_1255 feat_1089 feat_755 feat_838 feat_238 feat_551 feat_489 feat_934 feat_429 feat_986
1,RORA NKG7 CCL5 GZMH IL32 ARL6IP5 CTSW HLA-DPA1 LIMD2 HOPX SAT1 UBB CD37 LTB LGALS1 LITAF CCL4 PNRC1 TALDO1 SF3B5 RBM3 TMBIM4-1 ARPC4 ARPC1B PSME1 GZMA S100A6 CST7 TMBIM6 GPR56 TIGIT STOML2 TYMP DYNLL1 ORAI1 ZAP70 GIMAP7 MTIF3 RILPL2 PSMD14 OLA1 TAOK3 SND1 MRP63 RMND5A GTF3A RBM39 RPN2 VAMP5 LYPLA1,feat_985 feat_1321 feat_1116 feat_908 feat_1019 feat_276 feat_761 feat_460 feat_1143 feat_345 feat_571 feat_1097 feat_1319 feat_446 feat_1351 feat_1027 feat_1118 feat_480 feat_725 feat_496 feat_576 feat_837 feat_243 feat_536 feat_900 feat_383 feat_85 feat_1195 feat_820 feat_1054 feat_284 feat_651 feat_1365 feat_863 feat_866 feat_189 feat_555 feat_876 feat_869 feat_203 feat_209 feat_862 feat_543 feat_874 feat_187 feat_875 feat_1203 feat_1206 feat_185 feat_619
0,NKG7 S100A6 CCL5 PRF1 PTPRCAP FCGR3A GZMB GNLY UBB LGALS1 SRGN CST7 RBM3 SPON2 FGFBP2 CCL4 CTSW TYROBP IGFBP7 PDIA3 TMEM18 FCER1G HOPX CTSS ICAM2 NCOA4 CD48 C5orf56 PYCARD SARS CYBA NDUFB8-1 ID2 FAM96B ECSIT KLRG1 TRAF3IP3 BTK CCL3 HVCN1 SH3KBP1 DDX46 YTHDC1 CD160 GSN RBM4 TMBIM6 DENND2D SRP9 LIMD2,feat_1321 feat_85 feat_1116 feat_701 feat_766 feat_107 feat_909 feat_186 feat_1097 feat_1351 feat_699 feat_1195 feat_576 feat_321 feat_332 feat_1118 feat_761 feat_1293 feat_346 feat_972 feat_150 feat_106 feat_345 feat_77 feat_1146 feat_692 feat_102 feat_398 feat_1046 feat_62 feat_1071 feat_709 feat_152 feat_1058 feat_1261 feat_805 feat_129 feat_589 feat_1117 feat_855 feat_568 feat_401 feat_347 feat_75 feat_663 feat_764 feat_820 feat_66 feat_136 feat_1143
1,CTSW HINT1 IL32 CCL5 ARPC1B CYBA C9orf16 NKG7 LIMD2 LTB FNTA RNF213 GIMAP2 GABARAPL2 DYNLT1 PSMA7 SRSF5 DNAJC15 SH3GLB1 NOL7 ATP5H CD37 PTPRCAP AQP3 SF3B5 MVD PLEKHJ1 ZNF276 RORA LMAN2 LYAR EAPP RUNDC1 UBXN1 ADD1 NT5C VPS28 RNASEH2B PRKD2 IDH3G FBXO25 SELL TRAF3IP3 MORF4L2 CD96 CD247 TCEAL8 RBM5 PNRC1 SIVA1,feat_761 feat_397 feat_1019 feat_1116 feat_536 feat_1071 feat_667 feat_1321 feat_1143 feat_446 feat_618 feat_1158 feat_557 feat_1065 feat_503 feat_1223 feat_934 feat_882 feat_52 feat_434 feat_1151 feat_1319 feat_766 feat_649 feat_496 feat_1072 feat_1234 feat_1074 feat_985 feat_425 feat_327 feat_911 feat_1131 feat_752 feat_325 feat_1153 feat_645 feat_885 feat_1313 feat_602 feat_606 feat_115 feat_129 feat_593 feat_283 feat_110 feat_591 feat_267 feat_480 feat_956
1,TMEM165 CCL5 IL32 SRSF5 TMEM50A S100A6 ARPC4 S100A11 HOPX TRAF3IP3 TMBIM6 TIMMDC1 DNAJC7 SRGN FCER1G PTPN7 DYNLL1 CD247 SLBP U2SURP UBB COTL1 GIMAP7 PSME1 ATP6V1F C17orf62 NKG7 RBM39 HLA-DRB1 LGALS1 CAPZB LTB BUB3 AATF IFT20 GGNBP2 SLFN5 TNFSF10 TPM4 CNPY3 ORMDL2 IL27RA VDAC3 XCL2 XCL1 CASP4 PPP2R1B OCIAD1 RPUSD4 VPS26B,feat_343 feat_1116 feat_1019 feat_934 feat_18 feat_85 feat_243 feat_82 feat_345 feat_129 feat_820 feat_286 feat_1126 feat_699 feat_106 feat_124 feat_863 feat_110 feat_323 feat_298 feat_1097 feat_1068 feat_555 feat_900 feat_544 feat_1165 feat_1321 feat_1203 feat_454 feat_1351 feat_14 feat_446 feat_716 feat_1122 feat_1106 feat_1120 feat_1115 feat_305 feat_1271 feat_469 feat_828 feat_1267 feat_616 feat_112 feat_113 feat_781 feat_782 feat_341 feat_789 feat_792
1,CCL5 NKG7 PTPRCAP CST7 CD37 GNLY GZMK BTN3A2 CYBA APOBEC3G CD247 GIMAP5 KIF5B RGS19 SCP2 UBE2D3 CDC37 SCGB3A1 UBB HLA-DRB1 PCMT1 LITAF FCGR3A ARGLU1 CAPZB ARPC1B IL32 HINT1 FN3KRP GZMH PSME1 CDV3 XCL1 CNPY3 RRS1 LYPLA1 TRAF3IP3 GGNBP2 VDAC3 C17orf62 XCL2 FAM32A HSP90AA1 TINF2 TM7SF3 R3HDM1 RFC2 UBE3A RP11-139H15.1 LTB,feat_1116 feat_1321 feat_766 feat_1195 feat_1319 feat_186 feat_382 feat_439 feat_1071 feat_1354 feat_110 feat_558 feat_690 feat_1228 feat_44 feat_361 feat_1254 feat_427 feat_1097 feat_454 feat_500 feat_1027 feat_107 feat_892 feat_14 feat_536 feat_1019 feat_397 feat_1166 feat_908 feat_900 feat_294 feat_113 feat_469 feat_623 feat_619 feat_129 feat_1120 feat_616 feat_1165 feat_112 feat_1272 feat_951 feat_906 feat_812 feat_200 feat_529 feat_959 feat_979 feat_446
1,IL32 CCL5 NKG7 S100A6 FASTKD1 SRSF5 NCR3 PRF1 PTPRCAP CD48 PSMD7 GZMA ACD GPR171 RTFDC1 C9orf16 APOBEC3G GTF3A CTSW DNAJA1 LYAR LMAN2 TMEM50A PRR5 EBNA1BP2 SNRPB GIMAP5 VAMP8 UBB ARPC5L LAIR1 RBM4 RFC5 SH3GLB1 PRPF31 HOPX RASGRP2 GALK1 PARP1 ZNF468 GIMAP4 CYBA U2SURP THOC7 FCGR3A GSTP1 TBCB PSMB8 NR2C1 DCAF8,feat_1019 feat_1116 feat_1321 feat_85 feat_205 feat_934 feat_448 feat_701 feat_766 feat_102 feat_1064 feat_383 feat_1060 feat_301 feat_1219 feat_667 feat_1354 feat_875 feat_761 feat_648 feat_327 feat_425 feat_18 feat_1359 feat_39 feat_1183 feat_558 feat_184 feat_1097 feat_664 feat_1331 feat_764 feat_861 feat_52 feat_1329 feat_345 feat_757 feat_1156 feat_138 feat_1327 feat_556 feat_1071 feat_298 feat_274 feat_107 feat_769 feat_1295 feat_457 feat_844 feat_100
1,RGS19 CCL5 NKG7 GNLY GZMK IL32 SAT1 YWHAB CCL4 SRSF5 TMBIM6 HSP90AA1 CEBPB GIMAP5 COTL1 ATP5D GADD45B N4BP2L1 ARF6 BTN3A2 UBE2D3 BLVRA PTPRCAP HLA-DQA1 ARPC1B S100A6 ZNF106 HLA-DPA1 CTSW HLA-DPB1 LIMD2 NME3 UBE2D2 ID2 LTB SSBP1 CST7 ALG5 SNRPB NOP58 VAPA DOCK10 TRIP12 PSME1 CHMP4A GPS1 GZMH PPIG GIMAP7 SNHG8,feat_1228 feat_1116 feat_1321 feat_186 feat_382 feat_1019 feat_571 feat_1211 feat_1118 feat_934 feat_820 feat_951 feat_1216 feat_558 feat_1068 feat_1231 feat_1235 feat_877 feat_916 feat_439 feat_361 feat_519 feat_766 feat_455 feat_536 feat_85 feat_969 feat_460 feat_761 feat_461 feat_1143 feat_1015 feat_404 feat_152 feat_446 feat_551 feat_1195 feat_879 feat_1183 feat_221 feat_1171 feat_230 feat_232 feat_900 feat_903 feat_1164 feat_908 feat_206 feat_555 feat_366
0,NKG7 CCL5 GZMB GNLY CST7 PRF1 GZMA CD247 CCL3 HSP90AA1 PTPRCAP CCL4 FGFBP2 LITAF SRGN C5orf56 SRSF5 ARL6IP5 TTC38 SF3B5 HLA-DPB1 CYBA SRP9 RNF187 FCER1G HAVCR2 MGMT PHPT1 PYCARD FCGR3A TYROBP TNFRSF1B GIMAP7 CCDC174 SMIM7 C14orf166 CD47 CTSW APOBEC3G CCDC115 OASL PLEKHA1 MRP63 GTF3A MTIF3 SPG20 GIMAP5 GIMAP4 ZC3H15 CST3,feat_1321 feat_1116 feat_909 feat_186 feat_1195 feat_701 feat_383 feat_110 feat_1117 feat_951 feat_766 feat_1118 feat_332 feat_1027 feat_699 feat_398 feat_934 feat_276 feat_1361 feat_496 feat_461 feat_1071 feat_136 feat_141 feat_106 feat_417 feat_719 feat_675 feat_1046 feat_107 feat_1293 feat_10 feat_555 feat_246 feat_1274 feat_917 feat_282 feat_761 feat_1354 feat_197 feat_865 feat_715 feat_874 feat_875 feat_876 feat_878 feat_558 feat_556 feat_213 feat_1194
0,NKG7 PRF1 FGFBP2 UBB GZMA CCL5 GZMH STK17A CST7 TYROBP TKTL1 IL32 CTSW LGALS1 GNLY SRGN S100A6 CD247 ID2 IGFBP7 PTPRCAP GZMB EFHD2 LITAF CD37 FCGR3A SRP9 PNRC1 S1PR5 GABARAPL2 CYBA MARCKSL1 CTSS FCER1G SPON2 BTN3A1 ITGB7 TYMP KLRB1 C9orf142 LIMD2 BZRAP1-AS1 ABI3 IDI1 THOC7 BBX CD47 TIGIT TMX2 CCL4,feat_1321 feat_701 feat_332 feat_1097 feat_383 feat_1116 feat_908 feat_518 feat_1195 feat_1293 feat_604 feat_1019 feat_761 feat_1351 feat_186 feat_699 feat_85 feat_110 feat_152 feat_346 feat_766 feat_909 feat_12 feat_1027 feat_1319 feat_107 feat_136 feat_480 feat_1255 feat_1065 feat_1071 feat_30 feat_77 feat_106 feat_321 feat_440 feat_823 feat_1365 feat_806 feat_677 feat_1143 feat_1142 feat_1138 feat_680 feat_274 feat_281 feat_282 feat_284 feat_745 feat_1118
1,CD2 NKG7 CCL5 HLA-DRB1 GZMH HLA-DPB1 GNLY CYBA CST7 UBE2D3 GZMA UBB FGFBP2 CD79A IL32 S100A6 C9orf16 HSP90AA1 HLA-DPA1 CD37 ATP6V0E1 TRAF3IP3 TMCO1 VAMP8 PSMA7 RBM3 PSME1 GZMB ATP6V1F FCGR3A LTB PNRC1 CAPZB VPS28 CCDC91 ARGLU1 SELL LINC00926 PFDN2 ARPC5L LIMD2 CTSS CASP4 GIMAP4 LITAF HLA-DQA1 CSRNP1 LAMTOR5 BABAM1 ARL6IP5,feat_72 feat_1321 feat_1116 feat_454 feat_908 feat_461 feat_186 feat_1071 feat_1195 feat_361 feat_383 feat_1097 feat_332 feat_1308 feat_1019 feat_85 feat_667 feat_951 feat_460 feat_1319 feat_423 feat_129 feat_109 feat_184 feat_1223 feat_576 feat_900 feat_909 feat_544 feat_107 feat_446 feat_480 feat_14 feat_645 feat_813 feat_892 feat_115 feat_981 feat_104 feat_664 feat_1143 feat_77 feat_781 feat_556 feat_1027 feat_455 feat_253 feat_63 feat_1276 feat_276
1,FAM120A CCL5 TALDO1 COTL1 IL32 STMN1 HLA-DPB1 HSP90AA1 CST7 SRGN NKG7 S100A6 RBM3 CTSW EIF3D UBB CYBA FYB ERH ATP5C1 GZMA LGALS1 SRSF3 ARPC1B ATP5A1 PSME1 ATP5O SF3B1 NDUFB10 RNF7 CNPY3 ID2 HINT1 ATP6V0E1 C14orf166 LGALS3 STK17A ARL6IP5 ARPC4 ARHGDIA DIDO1 RBM5 TRAF3IP3 SNRPB GZMK DDX46 CDC123 GIMAP4 PRR5 HLA-DRB1,feat_659 feat_1116 feat_725 feat_1068 feat_1019 feat_21 feat_461 feat_951 feat_1195 feat_699 feat_1321 feat_85 feat_576 feat_761 feat_1349 feat_1097 feat_1071 feat_377 feat_933 feat_682 feat_383 feat_1351 feat_467 feat_536 feat_1176 feat_900 feat_1368 feat_217 feat_1017 feat_297 feat_469 feat_152 feat_397 feat_423 feat_917 feat_922 feat_518 feat_276 feat_243 feat_1161 feat_1224 feat_267 feat_129 feat_1183 feat_382 feat_401 feat_684 feat_556 feat_1359 feat_454
0,GNLY NKG7 RABL2B FGFBP2 GZMB PRF1 TYROBP CYBA CST7 CTSW ID2 UBB UBE2D3 SRSF5 GZMH IL32 CD247 NCR3 CCL3 PTPRCAP RBM3 SELPLG PSME1 HOPX FAM96B UBE2D2 PSMB8 LITAF TMBIM6 C1orf35 FBXO21 CD37 VAMP5 RAB7A SRGN CAPZB CLEC2B STAU1 USP7 SAMSN1 SMIM7 JAGN1 C15orf61 SARS RPUSD3 CHERP OTUB1 COMMD4 INIP TBC1D15,feat_186 feat_1321 feat_1366 feat_332 feat_909 feat_701 feat_1293 feat_1071 feat_1195 feat_761 feat_152 feat_1097 feat_361 feat_934 feat_908 feat_1019 feat_110 feat_448 feat_1117 feat_766 feat_576 feat_851 feat_900 feat_345 feat_1058 feat_404 feat_457 feat_1027 feat_820 feat_140 feat_860 feat_1319 feat_185 feat_290 feat_699 feat_14 feat_807 feat_1215 feat_1024 feat_1367 feat_1274 feat_245 feat_993 feat_62 feat_244 feat_1273 feat_755 feat_996 feat_662 feat_840
1,RBM3 PRDX1 LTB IL32 S100A6 GIMAP7 CD48 RBM39 ATP5H RP11-18H21.1 SELL ICAM2 SRSF5 CD37 CD2 UBE2D2 GIMAP4 GADD45B IRF9 ATP5O LITAF UBXN1 HINT1 ATP5D PSME1 CYBA UBB SLC25A11 MPHOSPH10 CASP4 LIMD2 PRPS2 TAF1D PSMC4 VAMP8 GALT CLNS1A SNRNP27 FAM120A PSMC6 CHPF2 NKG7 GIMAP2 C1orf162 PTPRCAP VPS25 C14orf166 CTSW STX18 ELP5,feat_576 feat_41 feat_446 feat_1019 feat_85 feat_555 feat_102 feat_1203 feat_1151 feat_373 feat_115 feat_1146 feat_934 feat_1319 feat_72 feat_404 feat_556 feat_1235 feat_902 feat_1368 feat_1027 feat_752 feat_397 feat_1231 feat_900 feat_1071 feat_1097 feat_1085 feat_176 feat_781 feat_1143 feat_566 feat_778 feat_1304 feat_184 feat_650 feat_774 feat_175 feat_659 feat_919 feat_559 feat_1321 feat_557 feat_68 feat_766 feat_1130 feat_917 feat_761 feat_328 feat_1089
0,FKBP5 KARS GNLY NKG7 CCL5 GZMB LIMD2 GZMH TYROBP CTSW GZMA CYBA FCER1G CST7 SELL CD48 HINT1 FCGR3A CYB5B ERI3 SPON2 NME3 MED28 PTPN7 ARL6IP5 KLRC1 FGFBP2 UBE2L6 RBM4 CPQ ZAP70 ACAP1 SRGN TRAF3IP3 HLA-DPB1 HLA-DRB1 UBB S100B GIMAP5 GIMAP7 TBCB PTGDR HSP90AA1 ARF6 SLC25A11 CCL4 ZMAT3 S100A11 ACP1 SMARCA4,feat_465 feat_1066 feat_186 feat_1321 feat_1116 feat_909 feat_1143 feat_908 feat_1293 feat_761 feat_383 feat_1071 feat_106 feat_1195 feat_115 feat_102 feat_397 feat_107 feat_1061 feat_40 feat_321 feat_1015 feat_333 feat_124 feat_276 feat_808 feat_332 feat_744 feat_764 feat_631 feat_189 feat_1090 feat_699 feat_129 feat_461 feat_454 feat_1097 feat_1373 feat_558 feat_555 feat_1295 feat_918 feat_951 feat_916 feat_1085 feat_1118 feat_306 feat_82 feat_149 feat_1259
1,CMTM7 CCL5 NKG7 NAA25 GZMH SRGN PSME1 UBB PTPRCAP CYBA HLA-DPA1 GZMA IL32 ISY1 SELL C9orf16 RASGRP2 HLA-DRB1 DYNLL1 ICAM2 GTF3A CTSW PRF1 BTN3A1 TMBIM6 CD37 GARS BLOC1S1 TNFRSF1B SCP2 GNAI2 CST7 RPUSD3 HLA-DPB1 CLEC2B CSRP1 OARD1 JUND FNTA KLRG1 SIAH2 MPC2 SRSF6 PSMB8 RORA CTSS SLC25A11 FGFBP2 JAKMIP1 TAF1D,feat_250 feat_1116 feat_1321 feat_858 feat_908 feat_699 feat_900 feat_1097 feat_766 feat_1071 feat_460 feat_383 feat_1019 feat_291 feat_115 feat_667 feat_757 feat_454 feat_863 feat_1146 feat_875 feat_761 feat_701 feat_440 feat_820 feat_1319 feat_515 feat_827 feat_10 feat_44 feat_268 feat_1195 feat_244 feat_461 feat_807 feat_123 feat_468 feat_1282 feat_618 feat_805 feat_300 feat_111 feat_1209 feat_457 feat_985 feat_77 feat_1085 feat_332 feat_329 feat_778
1,LTB CCL5 IL32 GZMK HOPX PTPRCAP MVD CTSW NKG7 ARL6IP5 NCR3 CD48 GZMA S100A6 CD2 ID2 ARPC1B GIMAP4 UBB SRSF5 NSA2 PSME1 ORAI1 UBXN1 GIMAP7 PPA2 ARPP19 PCMT1 HSP90AA1 APOBEC3G TERF2IP CCL4 GTF3A TYROBP PSMA7 CD37 CDC37 LUC7L UBIAD1 PNRC1 DDX46 H2AFY ARHGDIA TMBIM6 SNRPB SPG20 RBM39 NECAB3 TNFRSF4 GIMAP5,feat_446 feat_1116 feat_1019 feat_382 feat_345 feat_766 feat_1072 feat_761 feat_1321 feat_276 feat_448 feat_102 feat_383 feat_85 feat_72 feat_152 feat_536 feat_556 feat_1097 feat_934 feat_388 feat_900 feat_866 feat_752 feat_555 feat_362 feat_978 feat_500 feat_951 feat_1354 feat_1067 feat_1118 feat_875 feat_1293 feat_1223 feat_1319 feat_1254 feat_1010 feat_8 feat_480 feat_401 feat_402 feat_1161 feat_820 feat_1183 feat_878 feat_1203 feat_1198 feat_0 feat_558
1,GZMK NKG7 CCL5 GZMA IL32 CYBA PTPRCAP UBB S100A6 GIMAP7 GTF3A PRMT2 UBXN1 CTSW YWHAB ERH PSME1 GZMH AC010642.1 HSP90AA1 LYAR BTN3A1 RORA PPP2CA CST7 TALDO1 ORAI1 FOPNL STX18 XXbac-BPG299F13.17 TXNDC17 FCRL6 PCSK7 NPRL2 GNAI2 SLC25A11 HDGF TMEM242 SMYD4 DNAJA1 ZAP70 TMEM165 JARID2 S100A11 MCUR1 C1orf162 PACS1 COQ7 SRSF6 CAPZB,feat_382 feat_1321 feat_1116 feat_383 feat_1019 feat_1071 feat_766 feat_1097 feat_85 feat_555 feat_875 feat_1374 feat_752 feat_761 feat_1211 feat_933 feat_900 feat_908 feat_1340 feat_951 feat_327 feat_440 feat_985 feat_400 feat_1195 feat_725 feat_866 feat_1029 feat_328 feat_444 feat_1086 feat_99 feat_785 feat_269 feat_268 feat_1085 feat_96 feat_501 feat_1079 feat_648 feat_189 feat_343 feat_436 feat_82 feat_435 feat_68 feat_762 feat_1030 feat_1209 feat_14
1,CCL5 COMMD4 PRF1 HOPX S100A6 GZMK IL32 LTB CTSW TRAF3IP3 WTAP RBM3 APOBEC3G LMAN2 UBE2D2 HSP90AA1 SRP72 CYBA KARS CD2 CD48 LYAR CAPZB PTPRCAP CST7 ZC3H15 RALY FAM43A GYG1 VDAC3 STX18 C14orf80 PSMB6 YIPF3 EAF2 LIX1L BTN3A1 IDH3G CHD7 CD247 LSM14A HLA-DPB1 TMEM91 PLCB2 INO80C CCND2 SNAPIN ACTL6A ACAP1 FHL1,feat_1116 feat_996 feat_701 feat_345 feat_85 feat_382 feat_1019 feat_446 feat_761 feat_129 feat_504 feat_576 feat_1354 feat_425 feat_404 feat_951 feat_344 feat_1071 feat_1066 feat_72 feat_102 feat_327 feat_14 feat_766 feat_1195 feat_213 feat_1200 feat_315 feat_299 feat_616 feat_328 feat_958 feat_1084 feat_472 feat_288 feat_74 feat_440 feat_602 feat_622 feat_110 feat_1291 feat_461 feat_1305 feat_964 feat_1175 feat_797 feat_86 feat_307 feat_1090 feat_601
0,LIMD2 NKG7 CCL5 GZMB PRF1 GZMH CST7 LGALS1 PTPRCAP IL32 GZMA CYBA SRGN SRSF5 SRSF3 RBM3 GNLY CTSW UBB SPON2 GIMAP7 CD48 IGFBP7 TYROBP CD247 PSMB8 TMEM87A PRSS23 DHX15 EWSR1 S100A6 HLA-DPA1 FGFBP2 ATP5D C19orf24 TMBIM4-1 SAMD3 RABL6 XCL2 LSM14A UBE2D3 ARPC5L TERF2IP PSMA7 CD37 PCSK7 IDH2 SF3B5 ABI3 CHMP4A,feat_1143 feat_1321 feat_1116 feat_909 feat_701 feat_908 feat_1195 feat_1351 feat_766 feat_1019 feat_383 feat_1071 feat_699 feat_934 feat_467 feat_576 feat_186 feat_761 feat_1097 feat_321 feat_555 feat_102 feat_346 feat_1293 feat_110 feat_457 feat_968 feat_776 feat_334 feat_1345 feat_85 feat_460 feat_332 feat_1231 feat_1232 feat_837 feat_490 feat_674 feat_112 feat_1291 feat_361 feat_664 feat_1067 feat_1223 feat_1319 feat_785 feat_1003 feat_496 feat_1138 feat_903
1,DCAF8 NKG7 CCL5 CST7 PTPRCAP IL32 GZMA SAT1 CTSW PNRC1 HSP90AA1 LIMD2 RBM39 RPN2 YWHAB HINT1 ITM2A ILF3-AS1 LBR BABAM1 CD247 CD48 PSMA7 SRGN GPS1 CAPZB COTL1 GZMK MGMT HNRNPM TCEAL4 DPY30 TMBIM4-1 LINC00936 NDUFA12 C12orf45 HAGH C19orf24 VAMP5 GIT2 STUB1 CHD2 PGRMC2 SMS SH3KBP1 CEBPB IDH2 SRSF6 GIMAP5 ATP5D,feat_100 feat_1321 feat_1116 feat_1195 feat_766 feat_1019 feat_383 feat_571 feat_761 feat_480 feat_951 feat_1143 feat_1203 feat_1206 feat_1211 feat_397 feat_588 feat_1256 feat_135 feat_1276 feat_110 feat_102 feat_1223 feat_699 feat_1164 feat_14 feat_1068 feat_382 feat_719 feat_1251 feat_592 feat_163 feat_837 feat_842 feat_843 feat_849 feat_1016 feat_1232 feat_185 feat_854 feat_1012 feat_1006 feat_369 feat_569 feat_568 feat_1216 feat_1003 feat_1209 feat_558 feat_1231
0,GNLY VPS25 CCL3 NKG7 GZMB CYB5B NDUFB8-1 FGFBP2 PRF1 CST7 FCER1G CYBA GZMH PSME1 TYROBP CD247 HSP90AA1 ID2 DYNLL1 HOPX UBB GZMA SPON2 SRGN PTPRCAP RMDN3 TERF2IP S100B S100A6 IL32 EIF3D ARPC5L GIMAP5 FCGR3A CTSW NDUFA12 MRP63 RAB7A C10orf32 XCL2 LAIR1 SNRPB SMDT1 SUMO3 SHARPIN GSTP1 C1orf162 CD37 NDUFA2 NDUFB10,feat_186 feat_1130 feat_1117 feat_1321 feat_909 feat_1061 feat_709 feat_332 feat_701 feat_1195 feat_106 feat_1071 feat_908 feat_900 feat_1293 feat_110 feat_951 feat_152 feat_863 feat_345 feat_1097 feat_383 feat_321 feat_699 feat_766 feat_967 feat_1067 feat_1373 feat_85 feat_1019 feat_1349 feat_664 feat_558 feat_107 feat_761 feat_843 feat_874 feat_290 feat_711 feat_112 feat_1331 feat_1183 feat_1357 feat_1372 feat_643 feat_769 feat_68 feat_1319 feat_407 feat_1017
1,CCL5 NKG7 IL32 CTSW PTPRCAP NDUFB8-1 LYAR GIMAP4 TYMP WTAP ARPC1B CD37 CHMP4A PHPT1 SMDT1 CTSS FUS PSME1 PSMC5 NCR3 VAMP8 S100A6 CAPZB UBXN1 CYBA LITAF UBE2L6 ATP6V0E1 GZMK EMB UBB BTN3A2 PSMA7 MAPK1IP1L TMEM14B GTPBP6 IL1RAP RGS19 ARPP19 RP11-139H15.1 RAB1B PSMB6 JAGN1 NOL7 MYCBP2 SRSF5 REXO2 PTPN7 KLC4 TMBIM6,feat_1116 feat_1321 feat_1019 feat_761 feat_766 feat_709 feat_327 feat_556 feat_1365 feat_504 feat_536 feat_1319 feat_903 feat_675 feat_1357 feat_77 feat_1045 feat_900 feat_1144 feat_448 feat_184 feat_85 feat_14 feat_752 feat_1071 feat_1027 feat_744 feat_423 feat_382 feat_380 feat_1097 feat_439 feat_1223 feat_921 feat_433 feat_563 feat_314 feat_1228 feat_978 feat_979 feat_763 feat_1084 feat_245 feat_434 feat_888 feat_934 feat_784 feat_124 feat_470 feat_820
