label,cell_sentence,anon
0,AIF1 CST3 S100A6 COTL1 LST1 LGALS1 S100A11 SAT1 FCN1 TYROBP IFITM3 FCER1G CYBA RETN ATP6V1F CD37 IFI30 ARPC1B LGALS3 CTSS SNX3 LIMD2 FCGR3A UBB CD48 RBM3 TYMP PYCARD ATP6V0E1 PHPT1 HLA-DRB1 ICAM2 SF3B5 IL8 CCM2 CEBPB TALDO1 SRGN RASGRP2 ARRB2 WTAP EIF5 PNRC1 HSP90AA1 CCNG1 ABI3 C1orf162 ATP5H GIMAP4 C9orf16,feat_402 feat_1104 feat_83 feat_984 feat_400 feat_1252 feat_80 feat_526 feat_626 feat_1189 feat_665 feat_105 feat_987 feat_1151 feat_498 feat_1216 feat_1180 feat_491 feat_850 feat_75 feat_438 feat_1059 feat_107 feat_1008 feat_100 feat_530 feat_1267 feat_966 feat_375 feat_629 feat_407 feat_1062 feat_448 feat_311 feat_480 feat_1123 feat_668 feat_645 feat_703 feat_995 feat_458 feat_882 feat_433 feat_880 feat_373 feat_1050 feat_67 feat_1067 feat_508 feat_618
1,GSTP1 S100A8 CST3 TYROBP G0S2 ARPC1B LST1 LGALS1 GPX1 S100A6 HLA-DRB1 LGALS2 CEBPB BLVRA COTL1 CTSS AIF1 HLA-DPB1 FCN1 TYMP FCER1G S100A11 ID2 FCGRT PNRC1 SAT1 CYBA CD48 UBB JAGN1 GCA PYCARD FCGR2A HLA-DMA C19orf24 UBE2D3 POLR2I TALDO1 PIGX BLOC1S1 OAS1 IFI35 DNTTIP1 C1orf162 ATP5O IGFBP7 LIMD2 H2AFY CDA RGS19,feat_713 feat_82 feat_1104 feat_1189 feat_125 feat_491 feat_400 feat_1252 feat_236 feat_83 feat_407 feat_1250 feat_1123 feat_476 feat_984 feat_75 feat_402 feat_415 feat_626 feat_1267 feat_105 feat_80 feat_146 feat_1217 feat_433 feat_526 feat_987 feat_100 feat_1008 feat_218 feat_186 feat_966 feat_106 feat_413 feat_1138 feat_325 feat_1190 feat_668 feat_283 feat_765 feat_795 feat_1043 feat_1120 feat_67 feat_1271 feat_308 feat_1059 feat_357 feat_11 feat_1134
1,S100A6 CST3 COTL1 GSTP1 CYBA CTSS S100A8 TYROBP NPC2 CD48 LST1 AIF1 GPX1 FCN1 FCER1G IL8 ARPC1B LGALS3 SAT1 HLA-DRB1 LGALS2 PSME1 HLA-DPA1 LGALS1 FOLR3 VAMP8 TMEM219 S100A11 LINC00936 ALDH2 GRN FCGR2A SRSF5 TMEM138 ATP5C1 PLBD1 CCDC91 TPM4 RBM3 IDH3G TMBIM4-1 ATP6V1F ATP5D CD37 FCGRT CSRNP1 KIF5B YWHAB PYCARD HLA-DPB1,feat_83 feat_1104 feat_984 feat_713 feat_987 feat_75 feat_82 feat_1189 feat_865 feat_100 feat_400 feat_402 feat_236 feat_626 feat_105 feat_311 feat_491 feat_850 feat_526 feat_407 feat_1250 feat_830 feat_414 feat_1252 feat_715 feat_171 feat_959 feat_80 feat_780 feat_793 feat_1047 feat_106 feat_861 feat_695 feat_634 feat_750 feat_753 feat_1170 feat_530 feat_560 feat_774 feat_498 feat_1137 feat_1216 feat_1217 feat_226 feat_640 feat_1119 feat_966 feat_415
1,EIF2AK4 S100A8 FCN1 S100A6 TYROBP CST3 LGALS1 CTSS NPC2 FYB AIF1 TYMP CYBA GPX1 TNFSF13B SERPINB1 ARPC1B TALDO1 LST1 S100A11 SRGN NDUFB8-1 LAMTOR1 MS4A6A RBM39 MID1IP1 CD48 CNPY3 TGOLN2 SAT1 S100A12 NCF2 CD37 CDA C14orf166 PLBD1 SNX3 C5AR1 CASP4 ATP6V1F CORO1B GIMAP7 UBXN4 GCA GIMAP4 SRSF5 LGALS3 SKAP2 TMEM242 HSP90AA1,feat_893 feat_82 feat_626 feat_83 feat_1189 feat_1104 feat_1252 feat_75 feat_865 feat_339 feat_402 feat_1267 feat_987 feat_236 feat_825 feat_381 feat_491 feat_668 feat_400 feat_80 feat_645 feat_655 feat_714 feat_691 feat_1112 feat_527 feat_100 feat_424 feat_169 feat_526 feat_81 feat_118 feat_1216 feat_11 feat_846 feat_750 feat_438 feat_1211 feat_725 feat_498 feat_711 feat_507 feat_183 feat_186 feat_508 feat_861 feat_850 feat_470 feat_453 feat_880
1,S100A8 TYROBP S100A6 FCN1 SAT1 FCER1G LGALS1 NPC2 CYBA LGALS3 COTL1 LST1 ID2 CTSS TYMP TALDO1 S100A11 ARRB2 GPX1 ARPC1B FCGRT CD48 GSTP1 CST3 DYNLL1 MS4A6A SNX3 CEBPB SRGN GRN LGALS2 LINC00936 PGM2 FPR1 PYCARD TMBIM6 FCGR2A DNTTIP1 CD37 APOBEC3A PCMT1 SRSF5 UBE2E1 IFITM3 TNNI2 PLBD1 HLA-DPA1 HVCN1 PSMA7 GCA,feat_82 feat_1189 feat_83 feat_626 feat_526 feat_105 feat_1252 feat_865 feat_987 feat_850 feat_984 feat_400 feat_146 feat_75 feat_1267 feat_668 feat_80 feat_995 feat_236 feat_491 feat_1217 feat_100 feat_713 feat_1104 feat_798 feat_691 feat_438 feat_1123 feat_645 feat_1047 feat_1250 feat_780 feat_298 feat_1223 feat_966 feat_760 feat_106 feat_1120 feat_1216 feat_1254 feat_452 feat_861 feat_222 feat_665 feat_670 feat_750 feat_414 feat_792 feat_1129 feat_186
0,TYROBP CEBPB AIF1 CST3 FCER1G S100A6 FCGR3A COTL1 SAT1 CTSS HLA-DPA1 ARPC1B S100A11 CAPZB LGALS1 LST1 SRGN CYBA C1orf162 PRKACA TBCB LGALS3 GID8 GSTP1 APOBEC3G SELL PSME1 GIMAP7 HLA-DRB1 CD48 IFITM3 OAS1 LIMD2 AIM2 CLNS1A RBM3 ARRB2 RAB9A ALDH2 CD79B LYPD2 VAMP8 CD37 PSMA7 ADD1 APH1B VPS28 GNAI2 TLE4 SPPL2A,feat_1189 feat_1123 feat_402 feat_1104 feat_105 feat_83 feat_107 feat_984 feat_526 feat_75 feat_414 feat_491 feat_80 feat_10 feat_1252 feat_400 feat_645 feat_987 feat_67 feat_1168 feat_1191 feat_850 feat_1131 feat_713 feat_1256 feat_114 feat_830 feat_507 feat_407 feat_100 feat_665 feat_795 feat_1059 feat_96 feat_719 feat_530 feat_995 feat_521 feat_793 feat_1061 feat_590 feat_171 feat_1216 feat_1129 feat_287 feat_912 feat_595 feat_237 feat_605 feat_902
0,HLA-DPB1 CST3 HLA-DPA1 FCER1G HLA-DRB1 S100A6 SAT1 TYROBP NDUFA2 AIF1 CYBA LGALS1 SRGN TYMP COTL1 CTSS NPC2 HLA-DQA1 FCN1 S100A11 ARPC1B PSME1 GPX1 IFITM3 APOBEC3B IFI30 LST1 GSTP1 SERPINB1 CD48 FCGR3A NKG7 DYNLL1 LGALS3 ARL6IP5 UBE2L6 PSMB8 GSTO1 BLOC1S1 HLA-DMA BLVRA CD37 RBM3 LIMD2 MAPK1IP1L VAMP5 UBE2D3 LTB STX11 RNF7,feat_415 feat_1104 feat_414 feat_105 feat_407 feat_83 feat_526 feat_1189 feat_361 feat_402 feat_987 feat_1252 feat_645 feat_1267 feat_984 feat_75 feat_865 feat_408 feat_626 feat_80 feat_491 feat_830 feat_236 feat_665 feat_1255 feat_1180 feat_400 feat_713 feat_381 feat_100 feat_107 feat_1221 feat_798 feat_850 feat_244 feat_688 feat_411 feat_658 feat_765 feat_413 feat_476 feat_1216 feat_530 feat_1059 feat_849 feat_172 feat_325 feat_399 feat_449 feat_264
1,CST3 CYBA CES4A AIF1 HLA-DRB1 CTSS S100A6 HLA-DPB1 COTL1 FCN1 TYROBP LGALS1 LGALS3 HLA-DPA1 GPX1 PSME1 TYMP S100A8 SRGN FCER1G LST1 GRN GSTP1 ASGR1 ARRB2 S100A11 PCSK7 ATP5D UBE2D3 FCGRT SAT1 LGALS2 HLA-DMA PYCARD CEBPB CD37 TALDO1 ZYX SERPINB1 ARPC4 ARPC1B VPS28 YWHAB VAPA CASP4 SRSF5 GIMAP4 CNPY3 GIMAP7 UBE2D2,feat_1104 feat_987 feat_973 feat_402 feat_407 feat_75 feat_83 feat_415 feat_984 feat_626 feat_1189 feat_1252 feat_850 feat_414 feat_236 feat_830 feat_1267 feat_82 feat_645 feat_105 feat_400 feat_1047 feat_713 feat_1000 feat_995 feat_80 feat_729 feat_1137 feat_325 feat_1217 feat_526 feat_1250 feat_413 feat_966 feat_1123 feat_1216 feat_668 feat_503 feat_381 feat_216 feat_491 feat_595 feat_1119 feat_1085 feat_725 feat_861 feat_508 feat_424 feat_507 feat_359
0,RALY COTL1 SAT1 LST1 TYROBP AIF1 CYBA S100A11 S100A6 CTSS FCER1G CST3 SERPINB1 ARPC1B NPC2 LGALS1 S100A8 FCN1 CAPZB SRGN IRF7 CD48 ARL6IP5 TYMP HLA-DPB1 ABI3 HLA-DRB1 CD37 IFITM3 ARRB2 FCGR3A RAB7A NT5C TALDO1 UBE2D2 IFI30 PSMB8 YWHAB RASGRP2 CEBPB PNRC1 CDC123 SELPLG PSMA7 FAM32A SRSF3 ARL4A UBB HSP90AA1 RAB2A,feat_1109 feat_984 feat_526 feat_400 feat_1189 feat_402 feat_987 feat_80 feat_83 feat_75 feat_105 feat_1104 feat_381 feat_491 feat_865 feat_1252 feat_82 feat_626 feat_10 feat_645 feat_666 feat_100 feat_244 feat_1267 feat_415 feat_1050 feat_407 feat_1216 feat_665 feat_995 feat_107 feat_256 feat_1070 feat_668 feat_359 feat_1180 feat_411 feat_1119 feat_703 feat_1123 feat_433 feat_636 feat_788 feat_1129 feat_1171 feat_421 feat_466 feat_1008 feat_880 feat_573
1,S100A8 SAT1 CYBA CST3 S100A6 AIF1 S100A11 LGALS2 APOBEC3B APOBEC3A FCER1G CCL3 HLA-DPA1 LGALS1 CTSS SRGN C1orf162 ZC3H15 FGL2 HLA-DRB1 VAMP8 PYCARD IFITM3 TYROBP VAMP5 RP11-102N12.3 C4orf3 GRSF1 SLC50A1 ISG20L2 CD48 PSMD7 TERF2IP LSM14A FCGR2A JUND COTL1 SELL LYAR CDC37 DNAJC7 GRN OXLD1 CDC42EP3 PSMA7 LSM6 FAM210B KIAA1430 LST1 LUC7L,feat_82 feat_526 feat_987 feat_1104 feat_83 feat_402 feat_80 feat_1250 feat_1255 feat_1254 feat_105 feat_1028 feat_414 feat_1252 feat_75 feat_645 feat_67 feat_194 feat_487 feat_407 feat_171 feat_966 feat_665 feat_1189 feat_172 feat_332 feat_329 feat_310 feat_89 feat_93 feat_100 feat_980 feat_983 feat_1187 feat_106 feat_1181 feat_984 feat_114 feat_289 feat_1156 feat_1037 feat_1047 feat_1077 feat_155 feat_1129 feat_333 feat_1124 feat_338 feat_400 feat_929
0,LST1 RPUSD4 LGALS1 SAT1 CST3 CTSS TYROBP FCER1G AIF1 S100A6 CD37 COTL1 SRGN LINC00936 NPC2 HLA-DPB1 FCN1 HLA-DRB1 BLOC1S1 S100A11 HLA-DPA1 ARPC1B CDA FCGR3A SRSF5 ABRACL PSME1 LIMD2 CD48 IGSF6 PNRC1 C1orf162 GPX1 CYBA PYCARD MYADM MYCBP2 CEBPB UBXN1 SLC25A11 GSTP1 VAMP8 TALDO1 CD47 BLVRA AHSA1 HNRNPH3 ARF6 CAPZA2 NFATC1,feat_400 feat_733 feat_1252 feat_526 feat_1104 feat_75 feat_1189 feat_105 feat_402 feat_83 feat_1216 feat_984 feat_645 feat_780 feat_865 feat_415 feat_626 feat_407 feat_765 feat_80 feat_414 feat_491 feat_11 feat_107 feat_861 feat_447 feat_830 feat_1059 feat_100 feat_950 feat_433 feat_67 feat_236 feat_987 feat_966 feat_1225 feat_822 feat_1123 feat_699 feat_997 feat_713 feat_171 feat_668 feat_251 feat_476 feat_869 feat_644 feat_845 feat_496 feat_1091
1,KCNK6 STK38 S100A8 S100A6 PITHD1 TYROBP CYBA IFITM3 CTSS AIF1 CST3 CD37 SAT1 LGALS2 COTL1 LST1 YPEL3 GIMAP7 G0S2 GIMAP4 NDUFA2 CAPZB FCN1 NPC2 ATP5A1 RNF213 MIS18BP1 ETHE1 LIMD2 LINC00936 TNFAIP2 RILPL2 TCEAL4 STK17A HSP90AA1 FCER1G PFDN2 LGALS1 PNRC1 LITAF UBE2D3 ATP5O UBXN1 RBM25 ATP5C1 CSNK2B PSMA7 S100A11 IL8 SMCO4,feat_1194 feat_420 feat_82 feat_83 feat_15 feat_1189 feat_987 feat_665 feat_75 feat_402 feat_1104 feat_1216 feat_526 feat_1250 feat_984 feat_400 feat_960 feat_507 feat_125 feat_508 feat_361 feat_10 feat_626 feat_865 feat_1089 feat_1075 feat_844 feat_1206 feat_1059 feat_780 feat_881 feat_803 feat_547 feat_475 feat_880 feat_105 feat_102 feat_1252 feat_433 feat_945 feat_325 feat_1271 feat_699 feat_863 feat_634 feat_403 feat_1129 feat_80 feat_311 feat_721
1,CTSS TYROBP S100A6 CST3 COTL1 LGALS1 HLA-DPB1 HLA-DRB1 ARPC1B AIF1 LST1 NPC2 LGALS2 IFITM3 SRGN HLA-DPA1 CYBA SAT1 VAMP8 FCN1 CD37 IL8 CEBPB S100A11 C9orf16 GSTP1 SERPINB1 IFI30 LINC00936 PNRC1 FGL2 ATP6V0E1 SF3B5 UBXN1 TNFRSF1B PSME1 FYB C20orf27 RBM3 PYCARD FCGRT TAPBP FCER1G ISY1 HLA-DMB GUCD1 SMDT1 S100A8 TMEM222 ISG20L2,feat_75 feat_1189 feat_83 feat_1104 feat_984 feat_1252 feat_415 feat_407 feat_491 feat_402 feat_400 feat_865 feat_1250 feat_665 feat_645 feat_414 feat_987 feat_526 feat_171 feat_626 feat_1216 feat_311 feat_1123 feat_80 feat_618 feat_713 feat_381 feat_1180 feat_780 feat_433 feat_487 feat_375 feat_448 feat_699 feat_6 feat_830 feat_339 feat_1095 feat_530 feat_966 feat_1217 feat_417 feat_105 feat_257 feat_412 feat_1242 feat_1259 feat_82 feat_19 feat_93
1,CST3 HLA-DRB1 LST1 TYROBP FCER1G AIF1 S100A11 CYBA CTSS C1orf162 NPC2 FCN1 COTL1 HLA-DMA HLA-DPA1 SAT1 GRN LIMD2 IFITM3 PYCARD LGALS2 HLA-DMB MS4A6A GSTP1 SRSF5 LGALS1 SEL1L H2AFY PSMA7 LYPLA1 SRGN TYMP GNLY SNX3 IL1B CNPY3 PSME1 ARPC1B UBE2D3 GOLT1B NCF2 CSRP1 FAM32A RAB7A HLA-DPB1 PRMT2 TNFSF13B POLR2I PEX19 PARL,feat_1104 feat_407 feat_400 feat_1189 feat_105 feat_402 feat_80 feat_987 feat_75 feat_67 feat_865 feat_626 feat_984 feat_413 feat_414 feat_526 feat_1047 feat_1059 feat_665 feat_966 feat_1250 feat_412 feat_691 feat_713 feat_861 feat_1252 feat_871 feat_357 feat_1129 feat_571 feat_645 feat_1267 feat_173 feat_438 feat_178 feat_424 feat_830 feat_491 feat_325 feat_751 feat_118 feat_120 feat_1171 feat_256 feat_415 feat_1280 feat_825 feat_1190 feat_99 feat_277
1,RFXANK SRSF5 CST3 COTL1 LST1 CTSS AIF1 S100A6 LGALS1 CYBA IFITM3 HLA-DPA1 S100A11 HLA-DPB1 FCGR3A FCN1 CEBPB APOBEC3A SAT1 FCER1G GRN SRGN PSMA7 PYCARD SERPINB1 NPC2 TYMP BLOC1S1 G0S2 TALDO1 S100A8 UBXN1 FOSL2 C4orf3 ODC1 FYB GSTP1 LAMTOR1 IFI30 NCF2 TYROBP ATP5C1 GCA ARRB2 SNX5 ARPC1B C20orf27 H2AFY SMDT1 LGALS3,feat_1183 feat_861 feat_1104 feat_984 feat_400 feat_75 feat_402 feat_83 feat_1252 feat_987 feat_665 feat_414 feat_80 feat_415 feat_107 feat_626 feat_1123 feat_1254 feat_526 feat_105 feat_1047 feat_645 feat_1129 feat_966 feat_381 feat_865 feat_1267 feat_765 feat_125 feat_668 feat_82 feat_699 feat_153 feat_329 feat_148 feat_339 feat_713 feat_714 feat_1180 feat_118 feat_1189 feat_634 feat_186 feat_995 feat_1101 feat_491 feat_1095 feat_357 feat_1259 feat_850
1,S100A8 LGALS1 C12orf10 CYBA S100A6 CST3 FCER1G TYROBP PYCARD SRGN LST1 LINC00936 VAMP8 NPC2 ARPC1B WIBG S100A11 CD37 TNFSF13B YWHAB RBM39 LGALS2 GSTP1 ATP5H APOBEC3A FCN1 SAT1 UBE2D3 GRN GSTO1 SIVA1 ARPC4 COTL1 AIF1 PPIL4 GALK1 ARRB2 FAM127A OSCAR GADD45B PDIA3 GTF2B SLC39A3 ASGR1 SERPINB1 STOML2 VPS28 PPP2R3C IGSF6 PLCB2,feat_82 feat_1252 feat_763 feat_987 feat_83 feat_1104 feat_105 feat_1189 feat_966 feat_645 feat_400 feat_780 feat_171 feat_865 feat_491 feat_767 feat_80 feat_1216 feat_825 feat_1119 feat_1112 feat_1250 feat_713 feat_1067 feat_1254 feat_626 feat_526 feat_325 feat_1047 feat_658 feat_885 feat_216 feat_984 feat_402 feat_450 feat_1073 feat_995 feat_558 feat_1226 feat_1142 feat_899 feat_54 feat_1143 feat_1000 feat_381 feat_601 feat_595 feat_841 feat_950 feat_894
1,CYBA S100A6 AIF1 TYROBP LGALS1 LST1 CST3 TYMP COTL1 FCN1 PSMA7 S100A8 APOBEC3A S100A11 ARPC1B ATP6V1F LAMTOR1 NDUFB8-1 SF3B5 GPX1 TALDO1 NPC2 CAPZB PYCARD VAMP8 RBM3 ALDH2 IFITM3 GSTP1 C9orf16 ATP6V0E1 ATP5H FPR1 CCT7 TNFAIP2 MED28 CEBPB NKIRAS2 DNTTIP1 DYNLT1 C16orf74 CORO1C EMG1 WTAP KARS HVCN1 LINC01003 ERH PSMB8 HLA-DPA1,feat_987 feat_83 feat_402 feat_1189 feat_1252 feat_400 feat_1104 feat_1267 feat_984 feat_626 feat_1129 feat_82 feat_1254 feat_80 feat_491 feat_498 feat_714 feat_655 feat_448 feat_236 feat_668 feat_865 feat_10 feat_966 feat_171 feat_530 feat_793 feat_665 feat_713 feat_618 feat_375 feat_1067 feat_1223 feat_166 feat_881 feat_295 feat_1123 feat_1038 feat_1120 feat_456 feat_985 feat_789 feat_745 feat_458 feat_982 feat_792 feat_513 feat_860 feat_411 feat_414
0,CST3 S100A6 AIF1 TYROBP LST1 HLA-DPA1 SAT1 LGALS1 IFI30 CYBA COTL1 HLA-DRB1 CTSS ARPC1B NPC2 HLA-DPB1 FCER1G MARCKSL1 PYCARD IFITM3 CD37 NDUFB8-1 PSME1 FCGR3A TALDO1 PNRC1 C1orf162 LIMD2 RBM39 CEBPB ARRB2 BLVRA NKG7 IRF7 IDH2 FCN1 GRN ATP5D S100A11 GIMAP7 G0S2 CASP4 VPS28 UBXN1 SRGN EIF1AY TMEM219 RILPL2 KIF5B GSTP1,feat_1104 feat_83 feat_402 feat_1189 feat_400 feat_414 feat_526 feat_1252 feat_1180 feat_987 feat_984 feat_407 feat_75 feat_491 feat_865 feat_415 feat_105 feat_26 feat_966 feat_665 feat_1216 feat_655 feat_830 feat_107 feat_668 feat_433 feat_67 feat_1059 feat_1112 feat_1123 feat_995 feat_476 feat_1221 feat_666 feat_925 feat_626 feat_1047 feat_1137 feat_80 feat_507 feat_125 feat_725 feat_595 feat_699 feat_645 feat_1238 feat_959 feat_803 feat_640 feat_713
0,UBE2D1 TNNI2 COTL1 AIF1 CST3 TYROBP FCN1 FCER1G LST1 S100A6 FCGR3A SAT1 HLA-DPA1 HLA-DRB1 CYBA CEBPB ABT1 CTSS LGALS1 SRGN ARPC1B CD48 NPC2 C1orf162 HLA-DPB1 LYPD2 RBM3 IFITM3 CD37 CAT TYMP LIMD2 UBE2D3 CASP4 FGL2 BLVRA C9orf16 SNX3 PYCARD NDUFB10 H2AFY UBB HINT1 ATP5D TNFSF10 RGS19 GCA LUC7L3 FUS VAMP8,feat_642 feat_670 feat_984 feat_402 feat_1104 feat_1189 feat_626 feat_105 feat_400 feat_83 feat_107 feat_526 feat_414 feat_407 feat_987 feat_1123 feat_395 feat_75 feat_1252 feat_645 feat_491 feat_100 feat_865 feat_67 feat_415 feat_590 feat_530 feat_665 feat_1216 feat_680 feat_1267 feat_1059 feat_325 feat_725 feat_487 feat_476 feat_618 feat_438 feat_966 feat_936 feat_357 feat_1008 feat_351 feat_1137 feat_271 feat_1134 feat_186 feat_1053 feat_965 feat_171
1,TYROBP S100A8 CST3 LST1 S100A6 HLA-DPB1 LGALS3 LGALS2 FCN1 HLA-DPA1 UBXN1 IFITM3 GPX1 TYMP FCER1G LGALS1 CLPX CTSS CYBA JUND GSN ARPC1B VAMP8 SERPINB1 COTL1 HLA-DMA AIF1 FNTA TMEM219 SAT1 HLA-DMB GSTO1 BLOC1S1 PSMA7 RP5-827C21.4 HLA-DQA1 MS4A6A KLF13 TMBIM6 HSP90AA1 S100A12 RNF213 SMCO4 C20orf27 VPS28 RBM3 SNX3 GSTP1 C5AR1 FCGRT,feat_1189 feat_82 feat_1104 feat_400 feat_83 feat_415 feat_850 feat_1250 feat_626 feat_414 feat_699 feat_665 feat_236 feat_1267 feat_105 feat_1252 feat_915 feat_75 feat_987 feat_1181 feat_613 feat_491 feat_171 feat_381 feat_984 feat_413 feat_402 feat_570 feat_959 feat_526 feat_412 feat_658 feat_765 feat_1129 feat_138 feat_408 feat_691 feat_890 feat_760 feat_880 feat_81 feat_1075 feat_721 feat_1095 feat_595 feat_530 feat_438 feat_713 feat_1211 feat_1217
0,S100A11 THYN1 CST3 HLA-DPA1 SAT1 TYROBP COTL1 HLA-DPB1 FCER1G IFI27 AIF1 SRGN FCN1 NPC2 CTSS APOBEC3A ARPC1B HLA-DRB1 LST1 CYBA SRSF5 TYMP S100A6 CD37 LGALS1 FCGR3A PYCARD CD48 DNAJA1 HLA-DMB HLA-DMA GSTP1 UBB ATP5C1 LGALS3 VAMP8 CAPZB SMCO4 ATP5O DYNLT1 IFITM3 IGSF6 TNFSF13B C17orf62 DNAJC7 TNFSF10 LRRC59 LIMD2 IFI44 DNTTIP1,feat_80 feat_736 feat_1104 feat_414 feat_526 feat_1189 feat_984 feat_415 feat_105 feat_876 feat_402 feat_645 feat_626 feat_865 feat_75 feat_1254 feat_491 feat_407 feat_400 feat_987 feat_861 feat_1267 feat_83 feat_1216 feat_1252 feat_107 feat_966 feat_100 feat_597 feat_412 feat_413 feat_713 feat_1008 feat_634 feat_850 feat_171 feat_10 feat_721 feat_1271 feat_456 feat_665 feat_950 feat_825 feat_1082 feat_1037 feat_271 feat_1051 feat_1059 feat_50 feat_1120
0,COTL1 CST3 AIF1 FCER1G TYROBP LGALS1 SAT1 LST1 S100A6 HLA-DPA1 HLA-DRB1 FCGR3A CTSS CYBA HLA-DPB1 FCN1 SRGN CEBPB IFITM3 PYCARD CD37 TYMP S100A11 CD48 DYNLL1 CAPZB LIMD2 UBE2D1 BLOC1S1 CHMP4A ARPC1B RTFDC1 UBE2L6 PSME1 ARRB2 GABARAPL2 FAM32A LGALS3 PNRC1 CAPZA2 ATP6V0E1 RBM39 C5AR1 NPC2 EIF5 CASP4 RBM3 GNAI2 HSP90AA1 LAMTOR5,feat_984 feat_1104 feat_402 feat_105 feat_1189 feat_1252 feat_526 feat_400 feat_83 feat_414 feat_407 feat_107 feat_75 feat_987 feat_415 feat_626 feat_645 feat_1123 feat_665 feat_966 feat_1216 feat_1267 feat_80 feat_100 feat_798 feat_10 feat_1059 feat_642 feat_765 feat_832 feat_491 feat_1125 feat_688 feat_830 feat_995 feat_981 feat_1171 feat_850 feat_433 feat_496 feat_375 feat_1112 feat_1211 feat_865 feat_882 feat_725 feat_530 feat_237 feat_880 feat_62
1,SNX17 S100A8 CST3 S100A6 TYROBP GPX1 COTL1 LGALS1 GSTP1 GRN TYMP LST1 SERPINB1 LGALS2 NPC2 FCER1G HLA-DPB1 ARPC4 HLA-DMA TALDO1 CYBA C1orf86 ARPC1B SAT1 NAPRT1 S100A11 AIF1 ATP5O H2AFY SURF1 SNX3 ABRACL FCN1 UBXN1 UBE2L6 HLA-DPA1 PARL NCF2 FPR1 SRSF5 LAMTOR1 FOLR3 PSMB8 CTSS TXNDC17 ZNF106 CSNK2B CNPY3 ABI3 ATP6V1F,feat_152 feat_82 feat_1104 feat_83 feat_1189 feat_236 feat_984 feat_1252 feat_713 feat_1047 feat_1267 feat_400 feat_381 feat_1250 feat_865 feat_105 feat_415 feat_216 feat_413 feat_668 feat_987 feat_1 feat_491 feat_526 feat_592 feat_80 feat_402 feat_1271 feat_357 feat_624 feat_438 feat_447 feat_626 feat_699 feat_688 feat_414 feat_277 feat_118 feat_1223 feat_861 feat_714 feat_715 feat_411 feat_75 feat_998 feat_897 feat_403 feat_424 feat_1050 feat_498
1,S100A8 C5AR1 TYROBP TSSC1 CST3 LGALS1 GPX1 FCN1 S100A6 S100A11 SRGN CYBA AIF1 LST1 CTSS ARPC1B TYMP ID2 SAT1 FCER1G PSME1 LGALS2 NPC2 ATP5D SNX17 TALDO1 COTL1 MS4A6A SF3B5 SMDT1 LINC00936 GSTP1 C1orf162 NDUFB10 ARHGDIA FOLR3 PFDN2 GTF3A ZMAT5 UBB RPN2 SURF1 LAMTOR1 PSMA7 LYAR GRN ATP6V1F RBM3 TNFSF13B CCL3,feat_82 feat_1211 feat_1189 feat_145 feat_1104 feat_1252 feat_236 feat_626 feat_83 feat_80 feat_645 feat_987 feat_402 feat_400 feat_75 feat_491 feat_1267 feat_146 feat_526 feat_105 feat_830 feat_1250 feat_865 feat_1137 feat_152 feat_668 feat_984 feat_691 feat_448 feat_1259 feat_780 feat_713 feat_67 feat_936 feat_1079 feat_715 feat_102 feat_809 feat_1245 feat_1008 feat_1114 feat_624 feat_714 feat_1129 feat_289 feat_1047 feat_498 feat_530 feat_825 feat_1028
1,ECHDC1 S100A8 CST3 TYROBP CYBA COTL1 S100A6 GPX1 ARPC1B TYMP SCPEP1 PLBD1 CD37 LGALS1 AIF1 FCN1 CTSS FOLR3 ARRB2 YWHAB H2AFY CD48 UBB GSTP1 S100A11 TPD52L2 ATP6V0E1 FCGR1A KARS FCGRT UBXN1 LST1 PSMA7 LIMD2 DYNLL1 SELL HLA-DPB1 RBM3 BLOC1S1 TMEM194A ALDH2 TSSC1 LGALS3 DYNLT1 MAT2A MPP1 GRN PRKACA NKIRAS2 SRP9,feat_443 feat_82 feat_1104 feat_1189 feat_987 feat_984 feat_83 feat_236 feat_491 feat_1267 feat_1055 feat_750 feat_1216 feat_1252 feat_402 feat_626 feat_75 feat_715 feat_995 feat_1119 feat_357 feat_100 feat_1008 feat_713 feat_80 feat_1132 feat_375 feat_73 feat_982 feat_1217 feat_699 feat_400 feat_1129 feat_1059 feat_798 feat_114 feat_415 feat_530 feat_765 feat_771 feat_793 feat_145 feat_850 feat_456 feat_170 feat_561 feat_1047 feat_1168 feat_1038 feat_132
