model,rung,tag,comp,label,pred,conf,route,err
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.55,0.3,DEFER,0
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.55,0.3,DEFER,0
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.55,0.3,DEFER,0
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.55,0.3,DEFER,0
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.55,0.3,DEFER,0
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.45,0.3,DEFER,1
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.65,0.4,DEFER,0
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.7,0.3,DEFER,0
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.25,0.3,DEFER,1
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.2,0.3,DEFER,1
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.55,0.35,DEFER,0
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.25,0.3,DEFER,1
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.55,0.3,DEFER,0
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.7,0.4,DEFER,0
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.55,0.3,DEFER,0
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.6,0.3,DEFER,0
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.2,0.3,DEFER,1
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.6,0.3,DEFER,0
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.45,0.3,DEFER,1
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.25,0.3,DEFER,1
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.7,0.4,DEFER,0
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.6,0.3,DEFER,1
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.45,0.3,DEFER,0
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.6,0.3,DEFER,1
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.45,0.3,DEFER,0
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.7,0.3,DEFER,1
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.55,0.3,DEFER,1
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.4,0.3,DEFER,0
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.55,0.3,DEFER,1
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.4,0.3,DEFER,0
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.4,0.3,DEFER,0
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.6,0.4,DEFER,1
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.55,0.3,DEFER,1
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.4,0.25,DEFER,0
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.2,0.3,DEFER,0
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.55,0.3,DEFER,1
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.55,0.3,DEFER,1
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.55,0.3,DEFER,1
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.45,0.3,DEFER,0
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.55,0.3,DEFER,1
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.25,0.3,DEFER,0
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.55,0.3,DEFER,1
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.4,0.3,DEFER,0
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.6,0.3,DEFER,1
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.35,0.3,DEFER,0
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.6,0.3,DEFER,1
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.3,0.3,DEFER,0
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.6,0.3,DEFER,1
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.3,0.3,DEFER,0
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.35,0.3,DEFER,0
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.4,0.3,DEFER,0
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.6,0.3,DEFER,1
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.6,0.35,DEFER,1
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.4,0.3,DEFER,0
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.35,0.3,DEFER,0
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.65,0.3,DEFER,1
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.55,0.3,DEFER,1
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.55,0.3,DEFER,1
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.45,0.3,DEFER,0
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.3,0.3,DEFER,0
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.45,0.3,DEFER,0
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.05,DEFER,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.05,DEFER,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.1,DEFER,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.05,DEFER,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.05,DEFER,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.05,DEFER,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.05,DEFER,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.1,DEFER,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.1,DEFER,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.05,DEFER,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.05,DEFER,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.1,DEFER,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.05,DEFER,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.05,DEFER,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.15,DEFER,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.1,DEFER,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.05,DEFER,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.05,DEFER,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.05,DEFER,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.05,DEFER,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.05,DEFER,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.4,0.15,DEFER,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.05,DEFER,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.4,0.15,DEFER,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.05,DEFER,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.15,DEFER,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.1,DEFER,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.05,DEFER,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.05,DEFER,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.4,0.15,DEFER,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.05,DEFER,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.05,DEFER,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.05,DEFER,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.05,DEFER,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.1,DEFER,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.05,DEFER,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.05,DEFER,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.05,DEFER,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.05,DEFER,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.1,DEFER,1
claude-opus-4-8,nmr_herg,web-zero,out,0,0.4,0.15,DEFER,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.4,0.15,DEFER,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.15,DEFER,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.05,DEFER,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.05,DEFER,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.05,DEFER,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.1,DEFER,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.05,DEFER,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.05,DEFER,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.05,DEFER,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.05,DEFER,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.05,DEFER,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.15,DEFER,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.1,DEFER,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.05,DEFER,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.05,DEFER,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.05,DEFER,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.05,DEFER,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.1,DEFER,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.05,DEFER,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.05,DEFER,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.4,0.15,DEFER,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.05,DEFER,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.15,DEFER,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.05,DEFER,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.05,DEFER,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.05,DEFER,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.15,DEFER,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.05,DEFER,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.05,DEFER,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.15,DEFER,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.05,DEFER,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.05,DEFER,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.05,DEFER,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.1,DEFER,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.1,DEFER,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.1,DEFER,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.05,DEFER,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.1,DEFER,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.15,DEFER,0
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.1,DEFER,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.1,DEFER,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.15,DEFER,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.15,DEFER,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.15,DEFER,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.15,DEFER,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.15,DEFER,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.15,DEFER,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.1,DEFER,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.1,DEFER,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.15,DEFER,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.15,DEFER,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.15,DEFER,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.1,DEFER,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.15,DEFER,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.15,DEFER,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.1,DEFER,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.15,DEFER,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.15,DEFER,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.15,DEFER,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.15,DEFER,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.1,DEFER,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.15,DEFER,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.15,DEFER,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.1,DEFER,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.15,DEFER,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.1,DEFER,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.1,DEFER,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.15,DEFER,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.1,DEFER,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.2,DEFER,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.1,DEFER,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.1,DEFER,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.15,DEFER,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.1,DEFER,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.15,DEFER,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.15,DEFER,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.15,DEFER,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.15,DEFER,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.1,DEFER,1
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.15,DEFER,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.15,DEFER,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.1,DEFER,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.15,DEFER,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.15,DEFER,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.15,DEFER,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.1,DEFER,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.1,DEFER,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.1,DEFER,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.1,DEFER,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.1,DEFER,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.1,DEFER,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.15,DEFER,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.1,DEFER,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.1,DEFER,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.15,DEFER,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.15,DEFER,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.15,DEFER,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.1,DEFER,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.1,DEFER,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.1,DEFER,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.15,DEFER,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.15,DEFER,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.15,DEFER,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.1,DEFER,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.15,DEFER,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.1,DEFER,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.15,DEFER,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.15,DEFER,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.12,DEFER,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.15,DEFER,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.15,DEFER,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.1,DEFER,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.15,DEFER,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.1,DEFER,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.15,DEFER,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.15,DEFER,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.15,DEFER,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.1,DEFER,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.1,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.75,0.4,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.55,0.3,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.5,0.3,DEFER,1
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.85,0.5,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.9,0.6,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.35,0.3,DEFER,1
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.75,0.4,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.7,0.4,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.55,0.3,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.7,0.4,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.6,0.4,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.85,0.45,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.7,0.45,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.6,0.4,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.85,0.6,SELF,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.7,0.4,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.75,0.45,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.85,0.55,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.88,0.6,SELF,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.85,0.6,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.3,0.3,DEFER,1
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.35,0.3,DEFER,1
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.92,0.7,SELF,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.45,0.3,DEFER,1
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.7,0.4,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.97,0.85,SELF,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.6,0.4,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.95,0.75,SELF,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.35,0.3,DEFER,1
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.96,0.85,SELF,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.8,0.4,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.85,0.6,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.45,0.3,DEFER,1
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.9,0.7,SELF,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.55,0.3,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.85,0.4,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.97,0.85,SELF,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.75,0.4,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.7,0.45,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.94,0.7,SELF,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.4,0.3,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.15,0.3,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.55,0.4,DEFER,1
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.3,0.3,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.15,0.3,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.1,0.5,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.15,0.45,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.15,0.4,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.35,0.3,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.3,0.3,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.55,0.3,DEFER,1
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.1,0.55,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.6,0.3,DEFER,1
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.25,0.3,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.15,0.4,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.3,0.3,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.25,0.4,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.15,0.25,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.2,0.35,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.5,0.2,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.75,0.4,DEFER,1
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.25,0.3,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.25,0.35,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.35,0.3,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.15,0.35,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.2,0.3,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.35,0.4,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.15,0.4,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.2,0.3,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.25,0.3,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.4,0.3,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.08,0.5,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.25,0.3,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.15,0.3,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.85,0.5,DEFER,1
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.15,0.3,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.3,0.3,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.25,0.3,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.2,0.3,DEFER,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.3,0.4,DEFER,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,1,0.85,0.82,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,1,0.92,0.85,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,1,0.93,0.85,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,1,0.92,0.85,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,1,0.92,0.85,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,1,0.85,0.82,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,1,0.92,0.85,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,1,0.72,0.75,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,1,0.92,0.85,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,1,0.92,0.85,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,1,0.82,0.75,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,1,0.93,0.85,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,1,0.92,0.85,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,1,0.08,0.72,SELF,1
claude-sonnet-4-6,sc_cellsentence,web-rich,in,1,0.05,0.82,SELF,1
claude-sonnet-4-6,sc_cellsentence,web-rich,in,1,0.95,0.92,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,1,0.93,0.85,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,1,0.25,0.65,SELF,1
claude-sonnet-4-6,sc_cellsentence,web-rich,in,1,0.35,0.6,SELF,1
claude-sonnet-4-6,sc_cellsentence,web-rich,in,1,0.82,0.8,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,1,0.95,0.9,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,1,0.82,0.85,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,1,0.72,0.75,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,1,0.92,0.85,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,1,0.95,0.9,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,1,0.92,0.85,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,1,0.92,0.85,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,1,0.92,0.85,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,1,0.92,0.85,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,1,0.72,0.75,SELF,0
