model,rung,tag,comp,label,pred,conf,route,kind,err
claude-opus-4-8,sc_anon,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,sc_anon,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,sc_anon,web-zero,out,0,0.5,0.05,DEFER,parsed,0
claude-opus-4-8,sc_anon,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,sc_anon,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,sc_anon,web-zero,out,0,0.5,0.05,DEFER,parsed,0
claude-opus-4-8,sc_anon,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,sc_anon,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.55,0.4,SELF,parsed,0
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.4,0.5,SELF,parsed,1
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.85,0.6,SELF,parsed,0
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.55,0.55,SELF,parsed,0
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.4,0.5,SELF,parsed,1
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.75,0.55,SELF,parsed,0
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.7,0.55,SELF,parsed,0
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.65,0.55,SELF,parsed,0
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.75,0.55,SELF,parsed,0
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.7,0.6,SELF,parsed,0
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.35,0.45,SELF,parsed,1
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.75,0.55,SELF,parsed,0
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.35,0.55,SELF,parsed,1
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.75,0.55,SELF,parsed,0
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.55,0.55,SELF,parsed,0
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.6,0.4,SELF,parsed,0
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.55,0.5,SELF,parsed,0
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.7,0.55,SELF,parsed,0
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.55,0.4,SELF,parsed,0
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.35,0.45,SELF,parsed,1
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.55,0.45,SELF,parsed,0
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.4,0.5,SELF,parsed,1
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.45,0.5,SELF,parsed,1
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.55,0.45,SELF,parsed,0
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.4,0.5,SELF,parsed,1
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.6,0.55,SELF,parsed,0
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.7,0.55,SELF,parsed,0
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.2,0.55,SELF,parsed,1
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.2,0.55,SELF,parsed,1
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.55,0.5,SELF,parsed,0
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.25,0.55,SELF,parsed,1
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.55,0.4,SELF,parsed,0
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.75,0.55,SELF,parsed,0
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.55,0.4,SELF,parsed,0
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.55,0.45,SELF,parsed,0
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.2,0.55,SELF,parsed,1
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.55,0.45,SELF,parsed,0
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.45,0.5,SELF,parsed,1
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.25,0.55,SELF,parsed,1
claude-opus-4-8,smiles_herg,web-zero-out,out,1,0.75,0.55,SELF,parsed,0
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.6,0.55,SELF,parsed,1
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.4,0.5,SELF,parsed,0
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.55,0.4,SELF,parsed,1
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.4,0.5,SELF,parsed,0
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.65,0.55,SELF,parsed,1
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.4,0.5,SELF,parsed,0
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.35,0.5,SELF,parsed,0
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.65,0.5,SELF,parsed,1
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.45,0.55,SELF,parsed,0
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.45,0.55,SELF,parsed,0
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.55,0.4,SELF,parsed,1
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.55,0.45,SELF,parsed,1
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.4,0.3,SELF,parsed,0
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.15,0.55,SELF,parsed,0
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.55,0.45,SELF,parsed,1
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.4,0.5,SELF,parsed,0
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.55,0.45,SELF,parsed,1
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.45,0.5,SELF,parsed,0
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.4,0.5,SELF,parsed,0
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.2,0.55,SELF,parsed,0
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.55,0.45,SELF,parsed,1
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.3,0.5,SELF,parsed,0
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.7,0.55,SELF,parsed,1
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.3,0.55,SELF,parsed,0
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.55,0.5,SELF,parsed,1
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.3,0.45,SELF,parsed,0
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.65,0.45,SELF,parsed,1
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.25,0.45,SELF,parsed,0
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.25,0.5,SELF,parsed,0
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.45,0.55,SELF,parsed,0
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.6,0.55,SELF,parsed,1
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.45,0.55,SELF,parsed,0
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.35,0.55,SELF,parsed,0
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.3,0.55,SELF,parsed,0
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.55,0.5,SELF,parsed,1
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.55,0.45,SELF,parsed,1
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.55,0.45,SELF,parsed,1
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.35,0.55,SELF,parsed,0
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.3,0.55,SELF,parsed,0
claude-opus-4-8,smiles_herg,web-zero-out,out,0,0.35,0.55,SELF,parsed,0
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.4,0.2,DEFER,parsed,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.4,0.2,DEFER,parsed,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.4,0.2,DEFER,parsed,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.15,DEFER,parsed,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.4,0.2,DEFER,parsed,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.4,0.2,DEFER,parsed,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.4,0.2,DEFER,parsed,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.2,DEFER,parsed,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.05,DEFER,parsed,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.45,0.3,DEFER,parsed,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.05,DEFER,parsed,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.5,0.1,DEFER,parsed,1
claude-opus-4-8,nmr_herg,web-zero,out,1,0.4,0.3,DEFER,parsed,1
claude-opus-4-8,nmr_herg,web-zero,out,0,0.4,0.15,DEFER,parsed,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.4,0.15,DEFER,parsed,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.4,0.2,DEFER,parsed,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.2,DEFER,parsed,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.4,0.2,DEFER,parsed,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.3,0.2,DEFER,parsed,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.4,0.2,DEFER,parsed,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.05,DEFER,parsed,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.4,0.2,DEFER,parsed,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.4,0.2,DEFER,parsed,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.4,0.2,DEFER,parsed,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.5,0.1,DEFER,parsed,0
claude-opus-4-8,nmr_herg,web-zero,out,0,0.4,0.2,DEFER,parsed,0
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.2,DEFER,parsed,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.2,DEFER,parsed,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.3,DEFER,parsed,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.2,DEFER,parsed,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.3,DEFER,parsed,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.2,DEFER,parsed,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.3,DEFER,parsed,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.2,DEFER,parsed,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.3,DEFER,parsed,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.2,DEFER,parsed,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.2,DEFER,parsed,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.2,DEFER,parsed,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.45,0.2,DEFER,parsed,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.2,DEFER,parsed,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.2,DEFER,parsed,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.2,DEFER,parsed,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.2,DEFER,parsed,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.2,DEFER,parsed,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.2,DEFER,parsed,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.3,DEFER,parsed,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.45,0.25,DEFER,parsed,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.2,DEFER,parsed,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.2,DEFER,parsed,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.2,DEFER,parsed,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.2,DEFER,parsed,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.2,DEFER,parsed,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.2,DEFER,parsed,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.2,DEFER,parsed,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.2,DEFER,parsed,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.2,DEFER,parsed,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.2,DEFER,parsed,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.2,DEFER,parsed,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.2,DEFER,parsed,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.3,DEFER,parsed,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.2,DEFER,parsed,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.2,DEFER,parsed,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.2,DEFER,parsed,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.2,DEFER,parsed,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.45,0.3,DEFER,parsed,1
claude-opus-4-8,methyl_age,web-zero,out,1,0.5,0.2,DEFER,parsed,1
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.2,DEFER,parsed,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.3,DEFER,parsed,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.2,DEFER,parsed,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.2,DEFER,parsed,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.2,DEFER,parsed,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.62,0.35,SELF,parsed,1
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.2,DEFER,parsed,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.2,DEFER,parsed,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.2,DEFER,parsed,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.3,DEFER,parsed,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.2,DEFER,parsed,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.2,DEFER,parsed,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.2,DEFER,parsed,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.2,DEFER,parsed,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.2,DEFER,parsed,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.2,DEFER,parsed,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.2,DEFER,parsed,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.2,DEFER,parsed,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.2,DEFER,parsed,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.2,DEFER,parsed,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.2,DEFER,parsed,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.45,0.3,DEFER,parsed,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.2,DEFER,parsed,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.2,DEFER,parsed,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.2,DEFER,parsed,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.2,DEFER,parsed,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.2,DEFER,parsed,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.2,DEFER,parsed,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.3,DEFER,parsed,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.2,DEFER,parsed,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.2,DEFER,parsed,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.3,DEFER,parsed,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.2,DEFER,parsed,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.2,DEFER,parsed,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.2,DEFER,parsed,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.2,DEFER,parsed,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.3,DEFER,parsed,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.45,0.3,DEFER,parsed,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.2,DEFER,parsed,0
claude-opus-4-8,methyl_age,web-zero,out,0,0.5,0.2,DEFER,parsed,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.75,0.5,SELF,parsed,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.8,0.4,DEFER,parsed,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.2,0.35,DEFER,parsed,1
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.6,0.4,DEFER,parsed,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.85,0.6,SELF,parsed,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.3,0.4,SELF,parsed,1
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.65,0.45,SELF,parsed,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.5,0.3,DEFER,parsed,1
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.45,0.35,DEFER,parsed,1
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.35,0.4,DEFER,parsed,1
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.7,0.4,DEFER,parsed,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.82,0.45,SELF,parsed,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.5,0.3,DEFER,parsed,1
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.3,0.4,SELF,parsed,1
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.9,0.7,SELF,parsed,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.4,0.4,DEFER,parsed,1
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.7,0.4,DEFER,parsed,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.75,0.4,SELF,parsed,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.75,0.6,SELF,parsed,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.85,0.6,SELF,parsed,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.3,0.45,DEFER,parsed,1
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.35,0.4,SELF,parsed,1
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.92,0.7,SELF,parsed,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.4,0.3,DEFER,parsed,1
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.55,0.4,DEFER,parsed,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.97,0.85,SELF,parsed,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.5,0.4,DEFER,parsed,1
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.96,0.85,SELF,parsed,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.25,0.4,SELF,parsed,1
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.97,0.85,SELF,parsed,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.8,0.4,SELF,parsed,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.55,0.45,SELF,parsed,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.4,0.3,DEFER,parsed,1
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.9,0.7,SELF,parsed,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.55,0.3,DEFER,parsed,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.6,0.3,DEFER,parsed,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.94,0.8,SELF,parsed,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.75,0.45,SELF,parsed,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.7,0.5,SELF,parsed,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,1,0.92,0.7,SELF,parsed,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.25,0.4,SELF,parsed,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.1,0.55,SELF,parsed,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.3,0.5,SELF,parsed,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.3,0.4,DEFER,parsed,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.1,0.55,SELF,parsed,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.1,0.55,SELF,parsed,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.15,0.55,SELF,parsed,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.15,0.55,SELF,parsed,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.25,0.5,SELF,parsed,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.25,0.4,SELF,parsed,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.3,0.3,DEFER,parsed,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.08,0.6,SELF,parsed,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.5,0.3,DEFER,parsed,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.1,0.55,SELF,parsed,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.2,0.4,SELF,parsed,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.3,0.3,DEFER,parsed,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.25,0.4,DEFER,parsed,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.2,0.3,DEFER,parsed,0
claude-opus-4-8,variant_novel,web-rich-novel,novel,0,0.15,0.55,SELF,parsed,0
